rstar_rank	state	stage	genotype	event_count	N_v	L_v	F_hat	n_predecessors	genotype_inflow	stage_inflow	dominant_predecessor	dominant_edge_probability	dominant_contribution	rule	count_eligible	inflow_eligible	stable_for_scoring	flags	eligible_relobstq	R_raw	R_star	log2_R_star	high_confidence_relobstq	direction_flag	R_star_bootstrap_median	R_star_ci_low	R_star_ci_high	top_bootstrap_stability	high_confidence_top_bootstrap_stability	bootstrap_replicates
17	primary::APC+PIK3CA+PTEN	primary	APC+PIK3CA+PTEN	3	7	0.0005514850705113	0.0001459610386012	3	0.0001459610386012	0.0	primary::PIK3CA+PTEN	0.3755134392542777	0.0001183371745857	rule_a_one_step	True	True	True	stable	True	3.7783032514565313	3.452447513570289	1.7876194818294686	False	relative_bottleneck	3.020784375898593	0.7777051300169865	12.455876147008665	0.074	0.148	500
18	primary::APC+KRAS	primary	APC+KRAS	2	215	0.0169384700228472	0.0047067635640275	2	0.0047067635640275	0.0	primary::KRAS	0.4935438374274594	0.0041993803231832	rule_a_one_step	True	True	True	stable	True	3.598750986496212	3.2883805423764865	1.7173772621679355	True	relative_bottleneck	2.829828066077829	2.295148739376551	3.538017530996303	0.0	0.042	500
19	primary::FBXW7	primary	FBXW7	1	13	0.0010241865595209	0.0002847098579916	1	0.0002847098579916	0.0	primary::WT	0.0220355013871191	0.0002847098579916	rule_a_one_step	True	True	True	stable	True	3.597299240526713	3.287054000691194	1.716795157631929	True	relative_bottleneck	2.6889804562531223	1.3379252153779366	4.333726727010533	0.0	0.152	500
20	metastatic::APC+KRAS	metastatic	APC+KRAS	2	120	0.0094540297801938	0.0027270310172571	2	0.0027270310172571	0.0	metastatic::KRAS	0.4935438374274594	0.002527404824138	rule_a_one_step	True	True	True	stable	True	3.466784835559348	3.167795671508384	1.66347928200578	True	relative_bottleneck	2.745651634161239	2.065766885489236	3.698333604329643	0.0	0.058	500
21	metastatic::RNF43+SMAD4+TP53	metastatic	RNF43+SMAD4+TP53	3	6	0.0004727014890096	0.0001364541355904	2	0.0001364541355904	0.0	metastatic::RNF43+TP53	0.0718114248622265	7.354829616394429e-05	rule_a_one_step	True	True	True	stable	True	3.4641785204977777	3.1654141353120955	1.6623942616995424	False	relative_bottleneck	2.770201472848957	0.7903745829729184	5.680054451589565	0.002	0.072	500
22	primary::ARID1A+BRAF+RNF43+SOX9	primary	ARID1A+BRAF+RNF43+SOX9	4	5	0.000393917907508	0.0001140130560261	3	0.0001140130560261	0.0	primary::ARID1A+BRAF+RNF43	0.1165181367121035	5.507829672044602e-05	rule_a_one_step	True	True	True	stable	True	3.4550245189689845	3.15704961089095	1.658576931801985	False	relative_bottleneck	2.8182541076828254	0.4785523027177043	8.106030791030205	0.038	0.03	500
23	primary::CTNNB1+TP53	primary	CTNNB1+TP53	2	28	0.0022059402820452	0.0006562290170062	2	0.0006562290170062	0.0	primary::TP53	0.014685950757227	0.0004732178255499	rule_a_one_step	True	True	True	stable	True	3.3615402877906364	3.071627827616858	1.6190034231623518	True	relative_bottleneck	2.580663363820112	1.6384396868273514	4.15791781836127	0.0	0.098	500
24	primary::APC	primary	APC	1	122	0.009611596943197	0.0030347296031764	1	0.0030347296031764	0.0	primary::WT	0.2348769686165781	0.0030347296031764	rule_a_one_step	True	True	True	stable	True	3.167200441834867	2.8940486145933986	1.533089156646324	True	relative_bottleneck	2.4896081873190705	1.9596754635005325	3.226991496198171	0.0	0.006	500
25	metastatic::SMAD4	metastatic	SMAD4	1	13	0.0010241865595209	0.000332605612671	1	0.000332605612671	0.0	metastatic::WT	0.0335060558859784	0.000332605612671	rule_a_one_step	True	True	True	stable	True	3.079282241261306	2.8137128255455623	1.4924750910822389	True	relative_bottleneck	2.380359139964666	1.17828160648179	3.975750414581273	0.0	0.066	500
26	primary::APC+FBXW7+PIK3CA	primary	APC+FBXW7+PIK3CA	3	6	0.0004727014890096	0.000154338296239	3	0.000154338296239	0.0	primary::FBXW7+PIK3CA	0.3573956184944689	8.447072051393734e-05	rule_a_one_step	True	True	True	stable	True	3.0627621106748597	2.798617456018236	1.4847142979065389	False	relative_bottleneck	2.337764093910561	0.6829539233321246	6.303168841704192	0.012	0.06	500
27	metastatic::ARID1A	metastatic	ARID1A	1	5	0.000393917907508	0.0001308466349228	1	0.0001308466349228	0.0	metastatic::WT	0.0131812407704426	0.0001308466349228	rule_a_one_step	True	True	True	stable	True	3.010531411295338	2.750891337651387	1.4598991532027834	False	relative_bottleneck	2.4467591660315198	0.4791142045745536	4.664026933936033	0.0	0.03	500
28	primary::BRAF+PTEN	primary	BRAF+PTEN	2	13	0.0010241865595209	0.0003444153425453	2	0.0003444153425453	0.0	primary::BRAF	0.0575197949683398	0.0002945550045648	rule_a_one_step	True	True	True	stable	True	2.973696087341113	2.717232836961085	1.4421381939502704	True	relative_bottleneck	2.2451571908803123	1.0955101710566146	4.072651453638885	0.0	0.072	500
29	primary::ARID1A+BRAF	primary	ARID1A+BRAF	2	6	0.0004727014890096	0.0001592112571222	2	0.0001592112571222	0.0	primary::BRAF	0.0284546769210916	0.0001457144882904	rule_a_one_step	True	True	True	stable	True	2.969020498831089	2.7129604895999546	1.439868036977214	False	relative_bottleneck	2.247203225668208	0.7311879098522325	4.737451547123859	0.0	0.054	500
30	primary::PTEN	primary	PTEN	1	8	0.0006302686520129	0.0002122891859917	1	0.0002122891859917	0.0	primary::WT	0.0164304063280087	0.0002122891859917	rule_a_one_step	True	True	True	stable	True	2.968915473011715	2.7128645216204608	1.4398170023316703	False	relative_bottleneck	2.3779964550693764	0.8204145856869103	4.0317370012036005	0.0	0.08	500
31	metastatic::CTNNB1+TP53	metastatic	CTNNB1+TP53	2	15	0.0011817537225242	0.0004164148414525	2	0.0004164148414525	0.0	metastatic::TP53	0.014685950757227	0.0003066081265788	rule_a_one_step	True	True	True	stable	True	2.8379241132808137	2.593170372129468	1.3747169948343645	True	relative_bottleneck	2.2034689084653585	1.0474247028433508	3.875925859500585	0.0	0.046	500
32	primary::ARID1A+BRAF+FBXW7+RNF43	primary	ARID1A+BRAF+FBXW7+RNF43	4	6	0.0004727014890096	0.0001717939880693	4	0.0001717939880693	0.0	primary::BRAF+FBXW7+RNF43	0.3014686299226324	7.125233512706983e-05	rule_a_one_step	True	True	True	stable	True	2.751560119014961	2.514254748522444	1.330130833453837	False	relative_bottleneck	2.1802467606932323	0.6965825247856936	5.68418420018167	0.0	0.064	500
33	metastatic::APC+FBXW7+KRAS+SMAD4+SOX9+TP53	metastatic	APC+FBXW7+KRAS+SMAD4+SOX9+TP53	6	6	0.0004727014890096	0.0001732714984638	3	0.0001732714984638	0.0	metastatic::APC+KRAS+SMAD4+SOX9+TP53	0.2046114112368208	8.060009896668276e-05	rule_a_one_step	True	True	True	stable	True	2.72809717969913	2.49281534540657	1.317776019559162	False	relative_bottleneck	2.181309084451426	0.6550875833631595	5.845988182621773	0.008	0.06	500
34	metastatic::CTNNB1+KRAS	metastatic	CTNNB1+KRAS	2	6	0.0004727014890096	0.000176461876023	2	0.000176461876023	0.0	metastatic::KRAS	0.0274613646386359	0.0001406278028449	rule_a_one_step	True	True	True	stable	True	2.6787740048124764	2.4477459951808638	1.2914538560265718	False	relative_bottleneck	2.0078406810956766	0.6155230860061185	4.455631882110042	0.002	0.052	500
35	primary::KRAS+PIK3CA	primary	KRAS+PIK3CA	2	60	0.0047270148900969	0.0018149128123601	2	0.0018149128123601	0.0	primary::KRAS	0.1719685422933522	0.001463216148088	rule_a_one_step	True	True	True	stable	True	2.6045410310069754	2.3799151651010035	1.2509101478737925	True	relative_bottleneck	2.0476263385180005	1.486524703920486	2.8244807118324182	0.0	0.0	500
36	metastatic::SOX9	metastatic	SOX9	1	5	0.000393917907508	0.0001522061705151	1	0.0001522061705151	0.0	metastatic::WT	0.0153329597011818	0.0001522061705151	rule_a_one_step	True	True	True	stable	True	2.5880547653670027	2.364850739873928	1.241749129171794	False	relative_bottleneck	1.950873616127544	0.3867332864450093	3.902713615937268	0.0	0.018	500
37	metastatic::APC+NRAS	metastatic	APC+NRAS	2	11	0.0008666193965177	0.0003356936469699	2	0.0003356936469699	0.0	metastatic::NRAS	0.4008802963921234	0.000315827855032	rule_a_one_step	True	True	True	stable	True	2.5815781792669275	2.358932720040817	1.2381342715457275	True	relative_bottleneck	2.041601128909325	0.7826565618181778	4.863972858783141	0.006	0.106	500
38	metastatic::BRAF+SMAD4	metastatic	BRAF+SMAD4	2	7	0.0005514850705113	0.0002174045364473	2	0.0002174045364473	0.0	metastatic::BRAF	0.0674785340863388	0.0001488536165144	rule_a_one_step	True	True	True	stable	True	2.536676911100965	2.317903913902513	1.2128207622850529	False	relative_bottleneck	1.9881555905205688	0.6000443010189055	3.839738893664374	0.0	0.038	500
39	primary::BRAF+FBXW7	primary	BRAF+FBXW7	2	10	0.0007878358150161	0.0003114189938204	2	0.0003114189938204	0.0	primary::BRAF	0.0476037718195573	0.0002437757164004	rule_a_one_step	True	True	True	stable	True	2.5298258234707176	2.3116436910246434	1.2089190428185514	True	relative_bottleneck	1.9747503219608304	0.8512046468047364	3.336385751124776	0.0	0.008	500
40	primary::APC+SMAD4	primary	APC+SMAD4	2	11	0.0008666193965177	0.0003484437462112	2	0.0003484437462112	0.0	primary::SMAD4	0.2744826753538082	0.0002811214669187	rule_a_one_step	True	True	True	stable	True	2.487114214141645	2.272615698930071	1.1843537439347491	True	relative_bottleneck	1.9261155451087493	0.8464857154566513	4.222525613746975	0.0	0.066	500
41	primary::CTNNB1+KRAS	primary	CTNNB1+KRAS	2	9	0.0007090522335145	0.0002933819584853	2	0.0002933819584853	0.0	primary::KRAS	0.0274613646386359	0.0002336585031885	rule_a_one_step	True	True	True	stable	True	2.4168228842646777	2.208386569898215	1.142992732650677	False	relative_bottleneck	1.8554950570318265	0.803684980078933	3.640180668060794	0.0	0.026	500
42	primary::PIK3CA	primary	PIK3CA	1	23	0.0018120223745371	0.0007522651263562	1	0.0007522651263562	0.0	primary::WT	0.0582225685904894	0.0007522651263562	rule_a_one_step	True	True	True	stable	True	2.40875498363884	2.201014476764963	1.1381686343200357	True	relative_bottleneck	1.837456446808308	1.1329069436278183	2.754777741257113	0.0	0.0	500
43	primary::CTNNB1+KRAS+PIK3CA	primary	CTNNB1+KRAS+PIK3CA	3	12	0.0009454029780193	0.0003944796133682	3	0.0003944796133682	0.0	primary::CTNNB1+KRAS	0.2793174251227016	0.0001980506441427	rule_a_one_step	True	True	True	stable	True	2.3965825953604267	2.189891883143125	1.1308596444823338	True	relative_bottleneck	1.8670744457904764	0.8551213613313295	3.5093988912953757	0.0	0.02	500
44	primary::NRAS+PIK3CA+TP53	primary	NRAS+PIK3CA+TP53	3	7	0.0005514850705113	0.0002327778570666	3	0.0002327778570666	0.0	primary::NRAS+TP53	0.0798966302906333	0.0001384799390525	rule_a_one_step	True	True	True	stable	True	2.36914745711542	2.164822859162078	1.114248978455936	False	relative_bottleneck	1.7818679067013246	0.5316312156827511	3.786797991615233	0.0	0.032	500
45	primary::APC+PIK3CA	primary	APC+PIK3CA	2	23	0.0018120223745371	0.0007654108124213	2	0.0007654108124213	0.0	primary::PIK3CA	0.3131186524420459	0.0005673780041099	rule_a_one_step	True	True	True	stable	True	2.3673853867278223	2.1632127566574546	1.1131755644584114	True	relative_bottleneck	1.8730883133434968	1.1012576200961153	3.01832754492585	0.0	0.008	500
46	primary::SMAD4	primary	SMAD4	1	13	0.0010241865595209	0.0004329152418892	1	0.0004329152418892	0.0	primary::WT	0.0335060558859784	0.0004329152418892	rule_a_one_step	True	True	True	stable	True	2.3657900162756995	2.161754977230001	1.112203010969115	True	relative_bottleneck	1.890641924093006	0.8609406836627379	3.121251802316284	0.0	0.004	500
47	metastatic::KRAS+PTEN	metastatic	KRAS+PTEN	2	6	0.0004727014890096	0.0002032752856327	2	0.0002032752856327	0.0	metastatic::KRAS	0.0342856618645345	0.0001755745703296	rule_a_one_step	True	True	True	stable	True	2.32542527347944	2.1248714486648628	1.0873755631404018	False	relative_bottleneck	1.804853744851459	0.4647308797703431	3.657671940850256	0.0	0.04	500
48	primary::CTNNB1	primary	CTNNB1	1	5	0.000393917907508	0.0001698565858855	1	0.0001698565858855	0.0	primary::WT	0.0131462783210078	0.0001698565858855	rule_a_one_step	True	True	True	stable	True	2.3191205871427165	2.119110503283184	1.0834588205472464	False	relative_bottleneck	1.7713722316378178	0.3449038801063902	3.616865232697239	0.0	0.024	500
49	primary::BRAF+PIK3CA	primary	BRAF+PIK3CA	2	21	0.0016544552115339	0.0007401065106165	2	0.0007401065106165	0.0	primary::BRAF	0.1159193393811081	0.0005936151469134	rule_a_one_step	True	True	True	stable	True	2.2354285303075017	2.04263637871022	1.0304324045988984	True	relative_bottleneck	1.7576965931279638	1.0517050490603592	2.778845403830979	0.0	0.002	500
50	metastatic::APC+BRAF+PIK3CA+TP53	metastatic	APC+BRAF+PIK3CA+TP53	4	12	0.0009454029780193	0.0004258004199077	4	0.0004258004199077	0.0	metastatic::APC+BRAF+TP53	0.1406831130958515	0.0002770879876621	rule_a_one_step	True	True	True	stable	True	2.22029601568701	2.0288089516884638	1.0206330161893575	True	relative_bottleneck	1.78440006063303	0.8398628595830044	3.262618308863841	0.0	0.014	500
51	metastatic::NRAS+PIK3CA+TP53	metastatic	NRAS+PIK3CA+TP53	3	5	0.000393917907508	0.0001792577625099	3	0.0001792577625099	0.0	metastatic::NRAS+TP53	0.0798966302906333	0.0001133017683157	rule_a_one_step	True	True	True	stable	True	2.197494266329461	2.0079737149074623	1.005740384019335	False	relative_bottleneck	1.6368545723156465	0.3558958525242562	3.7812914207170527	0.0	0.016	500
52	primary::BRAF+TP53	primary	BRAF+TP53	2	129	0.0101630820137083	0.004649013597566	2	0.004649013597566	0.0	primary::TP53	0.1065236714952864	0.0034324573892359	rule_a_one_step	True	True	True	stable	True	2.1860727653803997	1.9975372491373768	0.998222406104299	True	relative_bottleneck	1.7125005833222495	1.3688845161171157	2.1189878615637627	0.0	0.0	500
53	metastatic::NRAS+TP53	metastatic	NRAS+TP53	2	18	0.001418104467029	0.0006526711242064	2	0.0006526711242064	0.0	metastatic::TP53	0.0252972262902215	0.0005281466136381	rule_a_one_step	True	True	True	stable	True	2.172770346750957	1.9853820834280111	0.9894166783111884	True	relative_bottleneck	1.713513787058524	0.9498289772919336	2.648416447893664	0.0	0.0	500
54	metastatic::KRAS+PIK3CA+SMAD4	metastatic	KRAS+PIK3CA+SMAD4	3	9	0.0007090522335145	0.0003343576515816	2	0.0003343576515816	0.0	metastatic::KRAS+PIK3CA	0.0790405666451208	0.0001805858688023	rule_a_one_step	True	True	True	stable	True	2.120640063236762	1.9377477206671827	0.9543807555652576	False	relative_bottleneck	1.599252700297809	0.654708334681485	3.34465222134141	0.0	0.014	500
55	primary::CTNNB1+KRAS+PIK3CA+TP53	primary	CTNNB1+KRAS+PIK3CA+TP53	4	12	0.0009454029780193	0.0004525548066835	4	0.0004525548066835	0.0	primary::CTNNB1+KRAS+TP53	0.2148819152628363	0.0002200791694963	rule_a_one_step	True	True	True	stable	True	2.0890353211768	1.908868695909209	0.9327178684434524	True	relative_bottleneck	1.665139130281351	0.8542130780009866	3.0874949908472824	0.0	0.008	500
56	metastatic::KRAS+PIK3CA	metastatic	KRAS+PIK3CA	2	29	0.0022847238635468	0.001110006738129	2	0.001110006738129	0.0	metastatic::KRAS	0.1719685422933522	0.0008806393483863	rule_a_one_step	True	True	True	stable	True	2.0582972904647145	1.8807816339024528	0.9113323560520924	True	relative_bottleneck	1.601041097423349	1.0095691225382986	2.3711455429562576	0.0	0.0	500
57	metastatic::PIK3CA	metastatic	PIK3CA	1	15	0.0011817537225242	0.0005779597922005	1	0.0005779597922005	0.0	metastatic::WT	0.0582225685904894	0.0005779597922005	rule_a_one_step	True	True	True	stable	True	2.0446988465755576	1.8683559733164623	0.9017693544113242	True	relative_bottleneck	1.635621691196934	0.868334727371406	2.5737579325467426	0.0	0.0	500
58	metastatic::APC+SOX9	metastatic	APC+SOX9	2	5	0.000393917907508	0.0001941701251076	2	0.0001941701251076	0.0	metastatic::SOX9	0.3447325360244693	0.0001357963192407	rule_a_one_step	True	True	True	stable	True	2.028725609878946	1.8537603313981943	0.8904547331467466	False	relative_bottleneck	1.597204018221989	0.3049817156628724	4.080551497166667	0.0	0.01	500
59	primary::ARID1A+BRAF+PIK3CA+RNF43+TGFBR2	primary	ARID1A+BRAF+PIK3CA+RNF43+TGFBR2	5	5	0.000393917907508	0.0001951977528191	3	0.0001951977528191	0.0	primary::BRAF+PIK3CA+RNF43+TGFBR2	0.3610874418312001	0.0001137910476108	rule_a_one_step	True	True	True	stable	True	2.018045288948706	1.8440011233659843	0.8828395346577289	False	relative_bottleneck	1.569572505249544	0.3779388026060439	4.95667229958157	0.002	0.01	500
60	primary::RNF43	primary	RNF43	1	6	0.0004727014890096	0.0002349875234479	1	0.0002349875234479	0.0	primary::WT	0.0181871746044214	0.0002349875234479	rule_a_one_step	True	True	True	stable	True	2.011602488771048	1.8381139756244127	0.8782262263495053	False	relative_bottleneck	1.521216296611688	0.5094478564543807	3.0803713273461835	0.0	0.006	500
61	primary::NRAS+TP53	primary	NRAS+TP53	2	22	0.0017332387930355	0.0008649492947103	2	0.0008649492947103	0.0	primary::TP53	0.0252972262902215	0.0008151394904829	rule_a_one_step	True	True	True	stable	True	2.003861731122836	1.8310408113712735	0.8726639471739092	True	relative_bottleneck	1.5338642002223777	0.948542295287118	2.2478332766136235	0.0	0.0	500
62	primary::SOX9	primary	SOX9	1	5	0.000393917907508	0.0001981096187657	1	0.0001981096187657	0.0	primary::WT	0.0153329597011818	0.0001981096187657	rule_a_one_step	True	True	True	stable	True	1.9883835422723468	1.8168975224251465	0.8614770502498779	False	relative_bottleneck	1.6110831884625667	0.3573554356952946	3.282835696840687	0.0	0.008	500
63	primary::BRAF+SOX9	primary	BRAF+SOX9	2	5	0.000393917907508	0.0002005943270893	2	0.0002005943270893	0.0	primary::BRAF	0.0329267398574965	0.0001686156220544	rule_a_one_step	True	True	True	stable	True	1.9637539668253223	1.7943920984680857	0.8434951727024456	False	relative_bottleneck	1.505882281962119	0.2988262685721106	3.11731766285983	0.0	0.01	500
64	metastatic::KRAS+TP53	metastatic	KRAS+TP53	2	175	0.0137871267627826	0.0071852506440924	2	0.0071852506440924	0.0	metastatic::TP53	0.3367025902924171	0.0070295585304884	rule_a_one_step	True	True	True	stable	True	1.9188094394729789	1.7533237639858352	0.8100924248299646	True	relative_bottleneck	1.5247528101155914	1.2283990058490704	1.8259014256671835	0.0	0.0	500
65	primary::ARID1A+BRAF+RNF43	primary	ARID1A+BRAF+RNF43	3	6	0.0004727014890096	0.0002499765842853	3	0.0002499765842853	0.0	primary::BRAF+RNF43	0.2617687916355017	0.0001443615805127	rule_a_one_step	True	True	True	stable	True	1.8909830633543077	1.727897244024648	0.7890174247097341	False	relative_bottleneck	1.5160288645753903	0.4161035154173964	4.019287990909803	0.0	0.022	500
66	metastatic::ARID1A+BRAF+TP53	metastatic	ARID1A+BRAF+TP53	3	5	0.000393917907508	0.0002084803037638	3	0.0002084803037638	0.0	metastatic::BRAF+TP53	0.0298754716978037	0.0001459291928829	rule_a_one_step	True	True	True	stable	True	1.8894730029978168	1.726517417214532	0.7878648882615493	False	relative_bottleneck	1.3979408901481132	0.2997449474004541	3.1810356602962666	0.0	0.004	500
67	primary::KRAS+SMAD4	primary	KRAS+SMAD4	2	21	0.0016544552115339	0.0008820036401579	2	0.0008820036401579	0.0	primary::KRAS	0.0845208298770549	0.0007191561984339	rule_a_one_step	True	True	True	stable	True	1.8757918157364983	1.7140161493703432	0.777380702511526	True	relative_bottleneck	1.425009900784443	0.8726126928550854	2.357934875110597	0.0	0.0	500
68	primary::APC+KRAS+PTEN	primary	APC+KRAS+PTEN	3	14	0.0011029701410226	0.0005990257967025	3	0.0005990257967025	0.0	primary::APC+KRAS	0.0171276836220406	0.0002901167555927	rule_a_one_step	True	True	True	stable	True	1.8412731893232008	1.682474545110148	0.7505846778393614	True	relative_bottleneck	1.470706738485018	0.7485190671424379	2.651979597301393	0.0	0.004	500
69	primary::PIK3CA+SMAD4+TP53	primary	PIK3CA+SMAD4+TP53	3	9	0.0007090522335145	0.0003953611486099	3	0.0003953611486099	0.0	primary::SMAD4+TP53	0.0508461862744568	0.0001922805436991	rule_a_one_step	True	True	True	stable	True	1.7934292082418222	1.6387568171961608	0.7126017820425368	False	relative_bottleneck	1.3625685604482975	0.5614409235002372	2.5963394084147176	0.0	0.0	500
70	metastatic::BRAF+TP53	metastatic	BRAF+TP53	2	62	0.0048845820531001	0.0027480188161514	2	0.0027480188161514	0.0	metastatic::TP53	0.1065236714952864	0.0022239638341015	rule_a_one_step	True	True	True	stable	True	1.7774922146142589	1.6241942926020705	0.6997242237836928	True	relative_bottleneck	1.4089821777150573	1.0327658255196537	1.8276968586446385	0.0	0.0	500
71	primary::FBXW7+TP53	primary	FBXW7+TP53	2	31	0.00244229102655	0.001374809884943	2	0.001374809884943	0.0	primary::TP53	0.0326991766166017	0.0010536487226179	rule_a_one_step	True	True	True	stable	True	1.776457277127259	1.6232486121958418	0.6988839759265975	True	relative_bottleneck	1.407830654781669	0.958688245600177	2.0025987833518157	0.0	0.0	500
72	primary::BRAF+SMAD4+TP53	primary	BRAF+SMAD4+TP53	3	43	0.0033876940045694	0.0019356401338288	3	0.0019356401338288	0.0	primary::BRAF+TP53	0.1326930225153139	0.0013485700704699	rule_a_one_step	True	True	True	stable	True	1.7501672669485802	1.5992259559312534	0.6773737927713508	True	relative_bottleneck	1.3703870792114807	0.9944330187263932	1.9096054508576412	0.0	0.0	500
73	primary::BRAF+SMAD4	primary	BRAF+SMAD4	2	9	0.0007090522335145	0.0004141039582699	2	0.0004141039582699	0.0	primary::BRAF	0.0674785340863388	0.000345553038337	rule_a_one_step	True	True	True	stable	True	1.7122565907471945	1.564584845602487	0.6457798963614575	False	relative_bottleneck	1.3486529910774498	0.5735346100129919	2.4359883464569467	0.0	0.0	500
74	metastatic::APC+KRAS+SMAD4	metastatic	APC+KRAS+SMAD4	3	25	0.0019695895375403	0.0011539774206543	3	0.0011539774206543	0.0	metastatic::APC+KRAS	0.0683645664176128	0.0006463206468221	rule_a_one_step	True	True	True	stable	True	1.7067834262448711	1.5595837083406427	0.6411609893051466	True	relative_bottleneck	1.3182476780874386	0.8040613581417054	2.024482581338589	0.0	0.0	500
75	metastatic::FBXW7+KRAS	metastatic	FBXW7+KRAS	2	5	0.000393917907508	0.000233537910045	2	0.000233537910045	0.0	metastatic::KRAS	0.0393509963518499	0.0002015138078366	rule_a_one_step	True	True	True	stable	True	1.6867407340646656	1.5412695767906854	0.6241192194679963	False	relative_bottleneck	1.337090006986399	0.2671405946863256	2.9022917886222555	0.0	0.006	500
76	metastatic::APC	metastatic	APC	1	48	0.0037816119120775	0.0023315605487819	1	0.0023315605487819	0.0	metastatic::WT	0.2348769686165781	0.0023315605487819	rule_a_one_step	True	True	True	stable	True	1.6219230988580766	1.4820420694649494	0.5675864007793886	True	relative_bottleneck	1.2754653876391036	0.9104277354124748	1.7880821939585878	0.0	0.0	500
77	primary::KRAS+RNF43+TP53	primary	KRAS+RNF43+TP53	3	16	0.0012605373040258	0.0007788797505228	3	0.0007788797505228	0.0	primary::KRAS+TP53	0.032005857111536	0.0004614410975664	rule_a_one_step	True	True	True	stable	True	1.6183978355595985	1.478820838743244	0.5644472784590765	True	relative_bottleneck	1.283781196770677	0.6815286421711451	2.0180575337849653	0.0	0.0	500
78	primary::APC+FBXW7	primary	APC+FBXW7	2	8	0.0006302686520129	0.000389972208607	2	0.000389972208607	0.0	primary::FBXW7	0.2744210785297743	0.0002810583802794	rule_a_one_step	True	True	True	stable	True	1.6161886321283827	1.476802165707899	0.5624765737881956	False	relative_bottleneck	1.3251195582258448	0.505475658023924	2.6334746428466667	0.0	0.0	500
79	primary::APC+KRAS+SMAD4	primary	APC+KRAS+SMAD4	3	44	0.003466477586071	0.0021466652688777	3	0.0021466652688777	0.0	primary::APC+KRAS	0.0683645664176128	0.0011579911588896	rule_a_one_step	True	True	True	stable	True	1.6148198020031423	1.4755513888782297	0.56125416623841	True	relative_bottleneck	1.2829482142840436	0.8673858913801662	1.752083637930349	0.0	0.0	500
80	metastatic::PIK3CA+TP53	metastatic	PIK3CA+TP53	2	27	0.0021271567005436	0.0013232223409375	2	0.0013232223409375	0.0	metastatic::TP53	0.0521154298295532	0.0010880476565691	rule_a_one_step	True	True	True	stable	True	1.6075580294607767	1.4689159001708745	0.5547517996521115	True	relative_bottleneck	1.2864524372272608	0.8626071162718898	1.8619715132355603	0.0	0.0	500
81	metastatic::APC+KRAS+PIK3CA	metastatic	APC+KRAS+PIK3CA	3	73	0.0057512014496178	0.0036532884674365	3	0.0036532884674365	0.0	metastatic::APC+KRAS	0.2354651310369104	0.0022260943610201	rule_a_one_step	True	True	True	stable	True	1.574253306112218	1.438483507199095	0.5245486800841653	True	relative_bottleneck	1.2250726504089098	0.9110318327894008	1.642526984898392	0.0	0.0	500
82	unknown::APC+TP53	unknown	APC+TP53	2	11	0.0008666193965177	0.0005535170720325	2	0.0005535170720325	0.0	unknown::TP53	0.2626090281665842	0.0003517177561515	rule_a_one_step	True	True	True	stable	True	1.5656597397615168	1.430631083821288	0.5166516929178004	True	relative_bottleneck	1.2206977455645274	0.4719810938897142	2.706165850017682	0.0	0.006	500
83	metastatic::RNF43+TP53	metastatic	RNF43+TP53	2	13	0.0010241865595209	0.0006560176670089	2	0.0006560176670089	0.0	metastatic::TP53	0.031038005269982	0.0006480005827263	rule_a_one_step	True	True	True	stable	True	1.5612179510795992	1.4265723724712187	0.5125529391781634	True	relative_bottleneck	1.2010348829544522	0.5700996836500865	1.9941450992236744	0.0	0.0	500
84	primary::APC+ARID1A+KRAS+SOX9	primary	APC+ARID1A+KRAS+SOX9	4	6	0.0004727014890096	0.0003048262380047	3	0.0003048262380047	0.0	primary::APC+KRAS+SOX9	0.0858624958289865	0.0001758784283899	rule_a_one_step	True	True	True	stable	True	1.5507244079545035	1.4169838337913725	0.502823298804936	False	relative_bottleneck	1.149753630897111	0.3607139073022192	2.7268786102751754	0.0	0.002	500
85	primary::BRAF+CTNNB1+TP53	primary	BRAF+CTNNB1+TP53	3	7	0.0005514850705113	0.0003562931216204	2	0.0003562931216204	0.0	primary::BRAF+TP53	0.0185105715214929	0.0001881244564935	rule_a_one_step	True	True	True	stable	True	1.5478409082255826	1.41434901842401	0.5001381774434757	False	relative_bottleneck	1.2277442569830574	0.3637136611083878	2.323552354587582	0.0	0.0	500
86	primary::APC+KRAS+PIK3CA+PTEN+SMAD4	primary	APC+KRAS+PIK3CA+PTEN+SMAD4	5	6	0.0004727014890096	0.000311176511623	5	0.000311176511623	0.0	primary::APC+KRAS+PIK3CA+SMAD4	0.0387625902364762	9.466952630038326e-05	rule_a_one_step	True	True	True	stable	True	1.5190783039022997	1.388067014262104	0.4730772212373136	False	relative_bottleneck	1.158822211925354	0.2688582793173051	2.8841585826880376	0.0	0.004	500
87	primary::APC+ARID1A+KRAS+TCF7L2	primary	APC+ARID1A+KRAS+TCF7L2	4	5	0.000393917907508	0.0002596776259014	3	0.0002596776259014	0.0	primary::APC+KRAS+TCF7L2	0.075116133760346	0.0001361121150624	rule_a_one_step	True	True	True	stable	True	1.516949735749185	1.3861220222012225	0.471054265466323	False	relative_bottleneck	1.1434344441500863	0.2207783645913876	2.787503549974783	0.0	0.006	500
