rstar_rank	state	stage	genotype	event_count	N_v	L_v	F_hat	n_predecessors	genotype_inflow	stage_inflow	dominant_predecessor	dominant_edge_probability	dominant_contribution	rule	count_eligible	inflow_eligible	stable_for_scoring	flags	eligible_relobstq	R_raw	R_star	log2_R_star	high_confidence_relobstq	direction_flag	R_star_bootstrap_median	R_star_ci_low	R_star_ci_high	top_bootstrap_stability	high_confidence_top_bootstrap_stability	bootstrap_replicates
14	metastatic::ATM+RBM10	metastatic	ATM+RBM10	2	6	0.0002210107558567	7.099063227974332e-05	2	7.099063227974332e-05	0.0	metastatic::ATM	0.0324747837380512	5.861442475189734e-05	rule_a_one_step	True	True	True	stable	True	3.1132382632209725	3.800897498820625	1.9263401196652536	False	relative_bottleneck	3.3634929853128166	0.9381764025466276	6.810676207826678	0.006	0.09	500
15	metastatic::KEAP1+NF1+STK11	metastatic	KEAP1+NF1+STK11	3	7	0.0002578458818329	8.613165220720242e-05	3	8.613165220720242e-05	0.0	metastatic::NF1+STK11	0.4722262140852207	5.218353625518131e-05	rule_a_one_step	True	True	True	stable	True	2.993625133522394	3.654863945633127	1.8698177020426257	False	relative_bottleneck	3.346925241964658	0.885231864047099	9.041498655777652	0.028	0.178	500
16	primary::KEAP1+RBM10+STK11	primary	KEAP1+RBM10+STK11	3	14	0.0005156917636658	0.0001761110960122	3	0.0001761110960122	0.0	primary::KEAP1+STK11	0.0381515207463573	0.0001025880733197	rule_a_one_step	True	True	True	stable	True	2.92821845082284	3.5750100842644565	1.8379473114009024	True	relative_bottleneck	3.1806708098815824	1.612372040041417	5.689986327236386	0.0	0.392	500
17	primary::EGFR	primary	EGFR	1	1292	0.047590982761161	0.0164115967761223	1	0.0164115967761223	0.0	primary::WT	0.2715064163791398	0.0164115967761223	rule_a_one_step	True	True	True	stable	True	2.8998386572294206	3.540361696519577	1.8238967589293944	True	relative_bottleneck	3.188450318366349	2.9121132882516347	3.4938871540808742	0.0	0.19	500
18	primary::KEAP1+RBM10	primary	KEAP1+RBM10	2	5	0.0001841756298806	6.440811725291201e-05	2	6.440811725291201e-05	0.0	primary::RBM10	0.026672845123333	3.438741635909296e-05	rule_a_one_step	True	True	True	stable	True	2.859509559919914	3.491124615341343	1.80369185466388	False	relative_bottleneck	3.102210794156729	0.6583144872687281	6.505274066441138	0.004	0.034	500
19	primary::EGFR+RBM10	primary	EGFR+RBM10	2	212	0.0078090467069397	0.0028298049711157	2	0.0028298049711157	0.0	primary::EGFR	0.0480342024978448	0.002285994903021	rule_a_one_step	True	True	True	stable	True	2.75957063609978	3.3691109519252413	1.752367940230693	True	relative_bottleneck	3.021539970209915	2.541147872978644	3.5548498794125583	0.0	0.088	500
20	primary::TP53	primary	TP53	1	862	0.0317518785914247	0.0117986604204294	1	0.0117986604204294	0.0	primary::WT	0.1951919762911753	0.0117986604204294	rule_a_one_step	True	True	True	stable	True	2.6911426769902684	3.2855684676568977	1.7161430066256993	True	relative_bottleneck	2.947966789764448	2.6624583180740906	3.2778509105964733	0.0	0.026	500
21	primary::PIK3CA	primary	PIK3CA	1	65	0.0023942831884485	0.0009081511702759	1	0.0009081511702759	0.0	primary::WT	0.0150240633581054	0.0009081511702759	rule_a_one_step	True	True	True	stable	True	2.636436822610248	3.218779058204909	1.686513551474912	True	relative_bottleneck	2.9353778333868106	2.2807104286047983	3.719888278800141	0.0	0.114	500
22	metastatic::SMARCA4+STK11	metastatic	SMARCA4+STK11	2	6	0.0002210107558567	8.698311697459324e-05	2	8.698311697459324e-05	0.0	metastatic::STK11	0.0458649283491316	6.08198548905533e-05	rule_a_one_step	True	True	True	stable	True	2.5408465573899037	3.1020745951126085	1.6332333790577844	False	relative_bottleneck	2.631655413192461	0.8322746171985096	5.240950002862514	0.0	0.086	500
23	unknown::KRAS+SMARCA4	unknown	KRAS+SMARCA4	2	5	0.0001841756298806	7.316881391129408e-05	2	7.316881391129408e-05	0.0	unknown::KRAS	0.0203476730327258	5.5463673361636605e-05	rule_a_one_step	True	True	True	stable	True	2.5171328810496494	3.073122987343192	1.61970550519303	False	relative_bottleneck	2.6836149701464844	0.6764333910565002	5.867407298561712	0.004	0.028	500
