condition	topology	sparsity	placement	repeat	truth_states_evaluable	truth_states_implanted	evaluable_fraction	spearman_R_star	spearman_occupancy	spearman_gain	pairwise_concordance_R_star	pairwise_concordance_occupancy
linear|s=0.20|early	linear	0.2	early	3	9	10	0.9	0.9831920802501751	0.9107125101544616	0.07247957009571349	1.0	0.9375
linear|s=0.20|early	linear	0.2	early	4	10	10	1.0	0.9354953314429287	0.8889566369846308	0.04653869445829795	0.95	0.9230769230769231
linear|s=0.20|early	linear	0.2	early	5	10	10	1.0	0.9847319278346618	0.8124038404635959	0.17232808737106586	1.0	0.875
linear|s=0.20|early	linear	0.2	early	6	10	10	1.0	0.9601136296387952	0.9136498769008703	0.04646375273792491	0.975	0.925
linear|s=0.20|early	linear	0.2	early	7	10	10	1.0	0.9354953314429287	0.8124038404635959	0.12309149097933281	0.95	0.875
linear|s=0.20|early	linear	0.2	early	8	10	10	1.0	0.9354953314429287	0.851916777110271	0.0835785543326577	0.95	0.8974358974358975
linear|s=0.20|early	linear	0.2	early	9	10	10	1.0	0.8862587350511957	0.7385489458759963	0.1477097891751994	0.925	0.825
linear|s=0.20|early	linear	0.2	early	10	10	10	1.0	0.9601136296387952	0.7877855422677295	0.17232808737106575	0.975	0.85
linear|s=0.20|middle	linear	0.2	middle	1	9	10	0.9	0.9069099360928339	0.7745312002248224	0.13237873586801152	0.9375	0.8387096774193549
linear|s=0.20|middle	linear	0.2	middle	2	9	10	0.9	0.8899583485023137	0.8136762043449725	0.07628214415734125	0.90625	0.875
linear|s=0.20|middle	linear	0.2	middle	3	10	10	1.0	0.7877855422677295	0.7523547938632787	0.03543074840445071	0.85	0.8571428571428571
linear|s=0.20|middle	linear	0.2	middle	4	9	10	0.9	0.8899583485023137	0.8052004105497124	0.08475793795260134	0.90625	0.84375
linear|s=0.20|middle	linear	0.2	middle	5	9	10	0.9	0.8899583485023137	0.8170878595778347	0.072870488924479	0.90625	0.875
linear|s=0.20|middle	linear	0.2	middle	6	8	10	0.8	0.9819805060619657	0.8659180510297794	0.11606245503218637	1.0	0.88
linear|s=0.20|middle	linear	0.2	middle	7	9	10	0.9	0.9831920802501751	0.8724115167367507	0.11078056351342447	1.0	0.9032258064516129
linear|s=0.20|middle	linear	0.2	middle	8	9	10	0.9	0.9323373174786144	0.8681558508014494	0.06418146667716496	0.9375	0.9032258064516129
linear|s=0.20|middle	linear	0.2	middle	9	9	10	0.9	0.9492889050691345	0.8189655172413793	0.1303233878277552	0.96875	0.8666666666666667
linear|s=0.20|middle	linear	0.2	middle	10	8	10	0.8	0.8607483448197477	0.8971179931924131	-0.03636964837266543	0.88	0.92
linear|s=0.20|late	linear	0.2	late	1	9	10	0.9	0.8136762043449725	0.8000651958366298	0.013611008508342626	0.84375	0.8387096774193549
linear|s=0.20|late	linear	0.2	late	2	7	10	0.7	0.7525786756697113	0.4038227040178939	0.3487559716518174	0.8333333333333334	0.6666666666666666
linear|s=0.20|late	linear	0.2	late	3	8	10	0.8	0.7807200583588266	0.6626889364596515	0.11803112189917508	0.8333333333333334	0.782608695652174
linear|s=0.20|late	linear	0.2	late	4	9	10	0.9	0.8136762043449725	0.6809065496481955	0.13276965469677693	0.84375	0.8387096774193549
linear|s=0.20|late	linear	0.2	late	5	8	10	0.8	0.8783100656536799	0.9271050693011065	-0.048795003647426616	0.9166666666666666	0.9583333333333334
linear|s=0.20|late	linear	0.2	late	6	8	10	0.8	0.8295150620062534	0.6420242378222333	0.18749082418402008	0.875	0.7916666666666666
linear|s=0.20|late	linear	0.2	late	7	9	10	0.9	0.847579379526013	0.7906271693187575	0.056952210207255494	0.875	0.8387096774193549
linear|s=0.20|late	linear	0.2	late	8	9	10	0.9	0.847579379526013	0.9153857298880941	-0.06780635036208105	0.875	0.9375
linear|s=0.20|late	linear	0.2	late	9	9	10	0.9	0.8814825547070536	0.9873144969898835	-0.10583194228282988	0.90625	1.0
linear|s=0.20|late	linear	0.2	late	10	9	10	0.9	0.8814825547070536	0.8766671826720517	0.00481537203500193	0.90625	0.9032258064516129
branching|s=0.05|early	branching	0.05	early	1	10	10	1.0	0.9847319278346618	0.9847319278346618	0.0	1.0	1.0
branching|s=0.05|early	branching	0.05	early	2	10	10	1.0	0.9601136296387952	0.9601136296387952	0.0	0.975	0.975
branching|s=0.05|early	branching	0.05	early	3	10	10	1.0	0.9601136296387952	0.9847319278346618	-0.024618298195866584	0.975	1.0
branching|s=0.05|early	branching	0.05	early	4	10	10	1.0	0.9847319278346618	0.9108770332470622	0.07385489458759964	1.0	0.925
branching|s=0.05|early	branching	0.05	early	5	10	10	1.0	0.9601136296387952	0.9601136296387952	0.0	0.975	0.975
branching|s=0.05|early	branching	0.05	early	6	10	10	1.0	0.9847319278346618	0.8766100170265108	0.10812191080815103	1.0	0.9230769230769231
branching|s=0.05|early	branching	0.05	early	7	10	10	1.0	0.9354953314429287	0.9040637634279777	0.03143156801495106	0.95	0.9230769230769231
branching|s=0.05|early	branching	0.05	early	8	9	10	0.9	0.9831920802501751	0.9238615236833542	0.05933055656682096	1.0	0.9375
branching|s=0.05|early	branching	0.05	early	9	10	10	1.0	0.9601136296387952	0.9630363567333498	-0.0029227270945545447	0.975	0.975
branching|s=0.05|early	branching	0.05	early	10	10	10	1.0	0.9847319278346618	0.9259964968589902	0.058735430975671576	1.0	0.9487179487179487
branching|s=0.05|middle	branching	0.05	middle	1	9	10	0.9	0.9153857298880941	0.8455013493087262	0.06988438057936786	0.9375	0.8709677419354839
branching|s=0.05|middle	branching	0.05	middle	2	10	10	1.0	0.9601136296387952	0.9164481985434293	0.043665431095365914	0.975	0.9473684210526315
branching|s=0.05|middle	branching	0.05	middle	3	9	10	0.9	0.8814825547070536	0.7458698539828915	0.1356127007241621	0.90625	0.84375
branching|s=0.05|middle	branching	0.05	middle	4	7	10	0.7	0.8994232953125818	0.8994232953125818	0.0	0.9444444444444444	0.9444444444444444
branching|s=0.05|middle	branching	0.05	middle	5	9	10	0.9	0.9153857298880941	0.8085765277072322	0.10680920218086187	0.9375	0.8709677419354839
branching|s=0.05|middle	branching	0.05	middle	6	9	10	0.9	0.7797730291639321	0.5689655172413794	0.21080751192255265	0.84375	0.7666666666666667
branching|s=0.05|middle	branching	0.05	middle	7	8	10	0.8	0.8971179931924131	0.848625128695526	0.04849286449688717	0.92	0.88
branching|s=0.05|middle	branching	0.05	middle	8	7	10	0.7	0.8994232953125818	0.8994232953125818	0.0	0.9444444444444444	0.9444444444444444
branching|s=0.05|middle	branching	0.05	middle	9	9	10	0.9	0.847579379526013	0.8221519981402325	0.02542738138578049	0.90625	0.875
branching|s=0.05|middle	branching	0.05	middle	10	7	10	0.7	0.9728456051340169	0.8994232953125818	0.07342230982143505	1.0	0.9444444444444444
branching|s=0.05|late	branching	0.05	late	1	6	10	0.6	0.9710083124552246	0.7944613465542746	0.17654696590094998	1.0	0.8461538461538461
branching|s=0.05|late	branching	0.05	late	2	6	10	0.6	0.956182887467515	0.956182887467515	0.0	1.0	1.0
branching|s=0.05|late	branching	0.05	late	3	7	10	0.7	0.9728456051340169	0.8890413438919634	0.08380426124205342	1.0	0.9411764705882353
branching|s=0.05|late	branching	0.05	late	4	6	10	0.6	0.9710083124552246	0.9553302944424514	0.01567801801277313	1.0	1.0
branching|s=0.05|late	branching	0.05	late	5	6	10	0.6	0.7356123579206245	0.5296408977028497	0.2059714602177748	0.8461538461538461	0.7692307692307693
branching|s=0.05|late	branching	0.05	late	6	7	10	0.7	0.8076454080357878	0.8785430414108696	-0.07089763337508181	0.8888888888888888	0.9411764705882353
branching|s=0.05|late	branching	0.05	late	7	8	10	0.8	0.848625128695526	0.9208001810246246	-0.0721750523290986	0.88	0.9583333333333334
branching|s=0.05|late	branching	0.05	late	8	6	10	0.6	0.7171371656006363	0.8366600265340757	-0.11952286093343933	0.8333333333333334	0.9166666666666666
branching|s=0.05|late	branching	0.05	late	9	6	10	0.6	0.8533103351879247	0.6866436491305119	0.16666668605741275	0.9230769230769231	0.8333333333333334
branching|s=0.05|late	branching	0.05	late	10	5	10	0.5	0.9486832980505137	0.9166666666666666	0.03201663138384703	1.0	1.0
branching|s=0.10|early	branching	0.1	early	1	10	10	1.0	0.9847319278346618	0.8124038404635959	0.17232808737106586	1.0	0.85
branching|s=0.10|early	branching	0.1	early	2	10	10	1.0	0.9354953314429287	0.8124038404635959	0.12309149097933281	0.95	0.85
branching|s=0.10|early	branching	0.1	early	3	10	10	1.0	0.9601136296387952	0.8616404368553291	0.09847319278346611	0.975	0.875
branching|s=0.10|early	branching	0.1	early	4	10	10	1.0	0.8616404368553291	0.7901836773196717	0.07145675953565744	0.875	0.8205128205128205
branching|s=0.10|early	branching	0.1	early	5	10	10	1.0	0.9847319278346618	0.9259964968589902	0.058735430975671576	1.0	0.9487179487179487
branching|s=0.10|early	branching	0.1	early	6	10	10	1.0	0.9847319278346618	0.9013032569427505	0.0834286708919113	1.0	0.9230769230769231
branching|s=0.10|early	branching	0.1	early	7	10	10	1.0	0.9601136296387952	0.8370221386594626	0.12309149097933259	0.975	0.875
branching|s=0.10|early	branching	0.1	early	8	10	10	1.0	0.9847319278346618	0.7877855422677295	0.19694638556693234	1.0	0.825
branching|s=0.10|early	branching	0.1	early	9	10	10	1.0	0.9354953314429287	0.7877855422677295	0.14770978917519928	0.95	0.85
branching|s=0.10|early	branching	0.1	early	10	10	10	1.0	0.9108770332470622	0.7654904374034319	0.14538659584363023	0.925	0.8205128205128205
branching|s=0.10|middle	branching	0.1	middle	1	8	10	0.8	0.9759000729485332	0.666717477738473	0.3091825952100602	1.0	0.8181818181818182
branching|s=0.10|middle	branching	0.1	middle	2	9	10	0.9	0.7882488229591922	0.6851622155834968	0.10308660737569542	0.84375	0.7741935483870968
branching|s=0.10|middle	branching	0.1	middle	3	9	10	0.9	0.9238615236833542	0.8426218551896419	0.08123966849371222	0.9375	0.8709677419354839
branching|s=0.10|middle	branching	0.1	middle	4	9	10	0.9	0.9153857298880941	0.8136762043449725	0.10170952554312163	0.9375	0.875
branching|s=0.10|middle	branching	0.1	middle	5	8	10	0.8	0.9759000729485332	0.5432512781572744	0.43264879479125884	1.0	0.7272727272727273
branching|s=0.10|middle	branching	0.1	middle	6	9	10	0.9	0.8899583485023137	0.9153857298880941	-0.02542738138578038	0.90625	0.9375
branching|s=0.10|middle	branching	0.1	middle	7	9	10	0.9	0.9323373174786144	0.7745312002248224	0.157806117253792	0.9375	0.8387096774193549
branching|s=0.10|middle	branching	0.1	middle	8	9	10	0.9	0.9831920802501751	0.8547320749391973	0.1284600053109778	1.0	0.9
branching|s=0.10|middle	branching	0.1	middle	9	9	10	0.9	0.9492889050691345	0.8814825547070536	0.06780635036208094	0.96875	0.90625
branching|s=0.10|middle	branching	0.1	middle	10	10	10	1.0	0.9108770332470622	0.9249999999999999	-0.014122966752937782	0.925	0.972972972972973
branching|s=0.10|late	branching	0.1	late	1	7	10	0.7	0.8260009854911466	0.9333756642553378	-0.10737467876419116	0.8888888888888888	1.0
branching|s=0.10|late	branching	0.1	late	2	9	10	0.9	0.8814825547070536	0.8814825547070536	0.0	0.90625	0.90625
branching|s=0.10|late	branching	0.1	late	3	7	10	0.7	0.8260009854911466	0.8443565629465053	-0.01835557745535865	0.8888888888888888	0.8888888888888888
branching|s=0.10|late	branching	0.1	late	4	7	10	0.7	0.8627121404018642	0.6112159239257249	0.2514962164761393	0.8888888888888888	0.7777777777777778
branching|s=0.10|late	branching	0.1	late	5	8	10	0.8	0.8971179931924131	0.9329962099123679	-0.035878216719954725	0.92	0.9583333333333334
branching|s=0.10|late	branching	0.1	late	6	7	10	0.7	0.7709342531250701	0.6112159239257249	0.15971832919934525	0.8333333333333334	0.7647058823529411
branching|s=0.10|late	branching	0.1	late	7	8	10	0.8	0.957734073813522	0.9819805060619657	-0.024246432248443694	0.96	1.0
branching|s=0.10|late	branching	0.1	late	8	7	10	0.7	0.8994232953125818	0.8242154125665077	0.07520788274607415	0.9444444444444444	0.8823529411764706
branching|s=0.10|late	branching	0.1	late	9	6	10	0.6	0.7171371656006363	0.727606875108999	-0.010469709508362679	0.8333333333333334	0.8333333333333334
branching|s=0.10|late	branching	0.1	late	10	7	10	0.7	0.9728456051340169	0.8890413438919634	0.08380426124205342	1.0	0.9411764705882353
branching|s=0.20|early	branching	0.2	early	1	10	10	1.0	0.9354953314429287	0.9354953314429287	0.0	0.95	0.95
branching|s=0.20|early	branching	0.2	early	2	10	10	1.0	0.9847319278346618	0.9354953314429287	0.049236596391733056	1.0	0.95
branching|s=0.20|early	branching	0.2	early	3	10	10	1.0	0.9847319278346618	0.9108770332470622	0.07385489458759964	1.0	0.925
branching|s=0.20|early	branching	0.2	early	4	10	10	1.0	0.9847319278346618	0.9108770332470622	0.07385489458759964	1.0	0.925
branching|s=0.20|early	branching	0.2	early	5	10	10	1.0	0.9847319278346618	0.9108770332470622	0.07385489458759964	1.0	0.925
branching|s=0.20|early	branching	0.2	early	6	10	10	1.0	0.9847319278346618	0.9354953314429287	0.049236596391733056	1.0	0.95
branching|s=0.20|early	branching	0.2	early	7	10	10	1.0	0.9601136296387952	0.9108770332470622	0.049236596391733056	0.975	0.925
branching|s=0.20|early	branching	0.2	early	8	10	10	1.0	0.9601136296387952	0.8616404368553291	0.09847319278346611	0.975	0.875
branching|s=0.20|early	branching	0.2	early	9	10	10	1.0	0.9847319278346618	0.9259964968589902	0.058735430975671576	1.0	0.9487179487179487
branching|s=0.20|early	branching	0.2	early	10	10	10	1.0	0.9847319278346618	0.9354953314429287	0.049236596391733056	1.0	0.95
branching|s=0.20|middle	branching	0.2	middle	1	9	10	0.9	0.9153857298880941	0.9405021717015701	-0.025116441813476054	0.9375	0.967741935483871
branching|s=0.20|middle	branching	0.2	middle	2	9	10	0.9	0.8645309671165332	0.9532691695074738	-0.08873820239094055	0.875	0.96875
branching|s=0.20|middle	branching	0.2	middle	3	6	10	0.6	0.956182887467515	0.7171371656006363	0.23904572186687867	1.0	0.8333333333333334
branching|s=0.20|middle	branching	0.2	middle	4	7	10	0.7	0.9728456051340169	0.8994232953125818	0.07342230982143505	1.0	0.9444444444444444
branching|s=0.20|middle	branching	0.2	middle	5	8	10	0.8	0.9271050693011065	0.9081292832965595	0.01897578600454697	0.9583333333333334	0.9565217391304348
branching|s=0.20|middle	branching	0.2	middle	6	8	10	0.8	0.8783100656536799	0.834497179245487	0.04381288640819281	0.9166666666666666	0.875
branching|s=0.20|middle	branching	0.2	middle	7	9	10	0.9	0.8645309671165332	0.9064568442191604	-0.041925877102627185	0.90625	0.9354838709677419
branching|s=0.20|middle	branching	0.2	middle	8	9	10	0.9	0.8984341422975738	0.9745474991839798	-0.07611335688640597	0.90625	1.0
branching|s=0.20|middle	branching	0.2	middle	9	8	10	0.8	0.9819805060619657	0.9819805060619657	0.0	1.0	1.0
branching|s=0.20|middle	branching	0.2	middle	10	9	10	0.9	0.9492889050691345	0.919223842025064	0.030065063044070528	0.96875	0.9375
branching|s=0.20|late	branching	0.2	late	1	7	10	0.7	0.8994232953125818	0.6482593132545567	0.25116398205802515	0.9444444444444444	0.7222222222222222
branching|s=0.20|late	branching	0.2	late	2	6	10	0.6	0.7171371656006363	0.485071250072666	0.23206591552797035	0.8333333333333334	0.6666666666666666
branching|s=0.20|late	branching	0.2	late	3	5	10	0.5	0.10540925533894598	0.10540925533894598	0.0	0.5	0.5
branching|s=0.20|late	branching	0.2	late	4	8	10	0.8	0.848625128695526	0.6829776177136287	0.16564751098189723	0.88	0.75
