state	N_v	L_v	F_hat	R_star	eligible_relobstq	variant
metastatic::AKT1+BRCA2+MAP2K4+NF1+PIK3CA+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::AKT1+BRCA2+NF1+RB1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::AKT1+CBFB+GATA3+PIK3CA+RB1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ATM+BRCA1+BRCA2+ESR1+MAP3K1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ATM+BRCA1+BRCA2+ESR1+MAP3K1+PIK3CA+RUNX1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ATM+BRCA1+BRCA2+GATA3+PIK3CA+RB1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ATM+BRCA1+ESR1+MAP3K1+RUNX1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ATM+BRCA1+MAP3K1+PIK3CA+PTEN	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ATM+BRCA2+ESR1+GATA3+MAP2K4	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ATM+BRCA2+ESR1+NF1+RUNX1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ATM+NF1+RB1+RUNX1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::BRCA1+BRCA2+ESR1+PIK3CA+RUNX1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::BRCA1+BRCA2+MAP2K4+MAP3K1+PIK3CA+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::BRCA1+BRCA2+MAP3K1+NF1+RB1+RUNX1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::BRCA1+BRCA2+NF1+PIK3CA+PTEN	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::BRCA2+ESR1+RUNX1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ESR1+MAP2K4+PIK3CA+RB1+RUNX1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ESR1+MAP3K1+PIK3CA+PTEN+RUNX1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::ESR1+MAP3K1+PIK3CA+RB1+RUNX1	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
metastatic::GATA3+NF1+PIK3CA+PTEN+RB1+TP53	1	9.120758847136082e-05	0.0	133252467.1474556	False	full_mhn
