rstar_rank	state	stage	genotype	event_count	N_v	L_v	F_hat	n_predecessors	genotype_inflow	stage_inflow	dominant_predecessor	dominant_edge_probability	dominant_contribution	rule	count_eligible	inflow_eligible	stable_for_scoring	flags	eligible_relobstq	R_raw	R_star	log2_R_star	high_confidence_relobstq	direction_flag	R_star_bootstrap_median	R_star_ci_low	R_star_ci_high	top_bootstrap_stability	high_confidence_top_bootstrap_stability	bootstrap_replicates
11	metastatic::TP53	metastatic	TP53	1	711	0.0648485954031375	0.0259631605790054	1	0.0259631605790054	0.0	metastatic::WT	0.4776176050137856	0.0259631605790054	rule_a_one_step	True	True	True	stable	True	2.4977157616580064	3.6491128978650575	1.8675457863486584	True	relative_bottleneck	3.2958662145024884	2.865064870084387	3.817490586632406	0.03	0.522	500
12	metastatic::BRCA2+ESR1	metastatic	BRCA2+ESR1	2	10	0.0009120758847136	0.0003719726728056	2	0.0003719726728056	0.0	metastatic::ESR1	0.0336697803689236	0.0002303204603857	rule_a_one_step	True	True	True	stable	True	2.45199701199069	3.582318716699096	1.840893698727022	True	relative_bottleneck	3.2394007260133115	1.464409578508119	5.592182180519019	0.298	0.44	500
13	primary::AKT1	primary	AKT1	1	78	0.0071141919007661	0.0030057963252354	1	0.0030057963252354	0.0	primary::WT	0.0275548084530778	0.0030057963252354	rule_a_one_step	True	True	True	stable	True	2.366824338253238	3.4578831395801544	1.7898891133998007	True	relative_bottleneck	3.135374932900997	2.3775905183185477	3.919281055350337	0.056	0.352	500
14	metastatic::ATM	metastatic	ATM	1	18	0.0016417365924844	0.0007094387002279	1	0.0007094387002279	0.0	metastatic::WT	0.0130508152840594	0.0007094387002279	rule_a_one_step	True	True	True	stable	True	2.3141345258481216	3.380904374828328	1.757409211761627	True	relative_bottleneck	2.9502666307851197	1.553158572622191	4.609393417211964	0.15	0.296	500
15	metastatic::ESR1+MAP2K4	metastatic	ESR1+MAP2K4	2	7	0.0006384531192995	0.0002833186810984	2	0.0002833186810984	0.0	metastatic::ESR1	0.0278387547267691	0.0001904329263505	rule_a_one_step	True	True	True	stable	True	2.2534804784866536	3.292290021693314	1.7190914300575078	False	relative_bottleneck	2.925828538168621	1.0116883773979088	5.588985006648819	0.246	0.164	500
16	primary::ATM+BRCA2	primary	ATM+BRCA2	2	5	0.0004560379423568	0.0002123083230153	2	0.0002123083230153	0.0	primary::BRCA2	0.0452025810953358	0.0001525442813323	rule_a_one_step	True	True	True	stable	True	2.1479984097270544	3.138182823623414	1.649929402991704	False	relative_bottleneck	2.5777852612442693	0.5360857104241772	5.588025266062301	0.228	0.022	500
17	metastatic::MAP2K4	metastatic	MAP2K4	1	19	0.0017329441809558	0.0008089798306254	1	0.0008089798306254	0.0	metastatic::WT	0.0148819712466064	0.0008089798306254	rule_a_one_step	True	True	True	stable	True	2.1421352093214927	3.1296168048028816	1.6459860221246303	True	relative_bottleneck	2.799317132850513	1.62512616348885	4.141617813286016	0.072	0.206	500
18	metastatic::ESR1+MAP3K1	metastatic	ESR1+MAP3K1	2	12	0.0010944910616563	0.0005249561706618	2	0.0005249561706618	0.0	metastatic::ESR1	0.0635970667782754	0.0004350401321023	rule_a_one_step	True	True	True	stable	True	2.0849189336921223	3.0460249675842457	1.606927767321708	True	relative_bottleneck	2.7209834868684064	1.30841104171262	4.528296584602693	0.102	0.258	500
19	primary::MAP3K1+RUNX1+TP53	primary	MAP3K1+RUNX1+TP53	3	6	0.0005472455308281	0.000265540908372	3	0.000265540908372	0.0	primary::MAP3K1+TP53	0.0340855216841463	0.0001181366129147	rule_a_one_step	True	True	True	stable	True	2.0608708922568346	3.010891258810414	1.5901906047056116	False	relative_bottleneck	2.681886313068385	0.8397968963109697	5.276638228550734	0.174	0.084	500
20	primary::MAP2K4	primary	MAP2K4	1	35	0.0031922655964976	0.0016233890560873	1	0.0016233890560873	0.0	primary::WT	0.0148819712466064	0.0016233890560873	rule_a_one_step	True	True	True	stable	True	1.9664205463015665	2.8729011876726163	1.5225083727847255	True	relative_bottleneck	2.587383856213633	1.7689579733685783	3.566291589278847	0.01	0.066	500
