observed_states	count_eligible_states	positive_inflow_states	rstar_eligible_states	finite_eligible_states	finite_eligible_fraction	one_step_edges	total_conditional_inflow	median_positive_inflow
752	170	708	167	167	1.0	1707	0.8674982516156952	0.00027348487695329996
