state	stage	genotype	event_count	N_v	L_v	F_hat	n_predecessors	genotype_inflow	stage_inflow	dominant_predecessor	dominant_edge_probability	dominant_contribution	rule	count_eligible	inflow_eligible	stable_for_scoring	flags	eligible_relobstq	R_raw	R_star	log2_R_star	high_confidence_relobstq	direction_flag	R_star_bootstrap_median	R_star_ci_low	R_star_ci_high	top_bootstrap_stability	high_confidence_top_bootstrap_stability	bootstrap_replicates
primary::NF1+PIK3CA	primary	NF1+PIK3CA	2	19	0.0017329441809558555	0.003800128175077267	2	0.003800128175077267	0.0	primary::PIK3CA	0.04513755321437887	0.003153535731686813	rule_a_one_step	True	True	True	stable	True	0.45602256046655515	0.6662398631024873	-0.5858864175791919	True	fast_passing	0.6093385671659057	0.36044795141820546	0.9193466635928472	0.0	0.0	500
metastatic::PIK3CA+PTEN+TP53	metastatic	PIK3CA+PTEN+TP53	3	20	0.0018241517694272164	0.003763276005860321	3	0.003763276005860321	0.0	metastatic::PTEN+TP53	0.46888895535197816	0.002908103699738646	rule_a_one_step	True	True	True	stable	True	0.4847244172635361	0.7081727032752274	-0.4978268591907633	True	fast_passing	0.6366304525520079	0.36619542058406085	0.997361087283333	0.0	0.0	500
metastatic::PIK3CA+RB1+TP53	metastatic	PIK3CA+RB1+TP53	3	11	0.001003283473184969	0.003735327572891583	3	0.003735327572891583	0.0	metastatic::PIK3CA+TP53	0.104808053222463	0.0025236525037149065	rule_a_one_step	True	True	True	stable	True	0.26859316976575537	0.39240926254157127	-1.3495689991378628	True	fast_passing	0.3444972925490174	0.1456071340551205	0.6139418050075612	0.0	0.0	500
primary::MAP3K1	primary	MAP3K1	1	61	0.00556366289675301	0.003713208458691375	1	0.003713208458691375	0.0	primary::WT	0.03403981399756876	0.003713208458691375	rule_a_one_step	True	True	True	stable	True	1.4983438062121177	2.1890504086243197	1.1303051767367596	True	relative_bottleneck	1.950342443604923	1.4629164646791466	2.604305712668978	0.0	0.0	500
primary::CBFB+GATA3	primary	CBFB+GATA3	2	36	0.003283473184968989	0.0036764157787865775	2	0.0036764157787865775	0.0	primary::GATA3	0.11775479114982068	0.00356572333653233	rule_a_one_step	True	True	True	stable	True	0.893118020823967	1.3048276105448602	0.3838592153465993	True	relative_bottleneck	1.1805370697274378	0.8302184600699557	1.5917007976737503	0.0	0.0	500
metastatic::ESR1+PIK3CA	metastatic	ESR1+PIK3CA	2	59	0.005381247719810288	0.0036665218268413183	2	0.0036665218268413183	0.0	metastatic::ESR1	0.3378879591803447	0.0023113459447761634	rule_a_one_step	True	True	True	stable	True	1.4676709896961182	2.144238035623125	1.1004650707914423	True	relative_bottleneck	1.9399310822533713	1.3604049574324315	2.5572028784328147	0.0	0.0	500
primary::PIK3CA+PTEN	primary	PIK3CA+PTEN	2	41	0.0037395111273257936	0.0036409790897223232	2	0.0036409790897223232	0.0	primary::PIK3CA	0.029730377065368543	0.0020771131733010127	rule_a_one_step	True	True	True	stable	True	1.0270619616724914	1.500517035916773	0.585459698471773	True	relative_bottleneck	1.3583645172827714	0.9870913954403151	1.8330631841077698	0.0	0.0	500
primary::AKT1+GATA3	primary	AKT1+GATA3	2	27	0.002462604888726742	0.003597816611981254	2	0.003597816611981254	0.0	primary::GATA3	0.08927836810993012	0.0027034310664444364	rule_a_one_step	True	True	True	stable	True	0.6844720433613644	1.0	0.0	True	neutral	0.900546686652695	0.562139457943396	1.2736372210286233	0.0	0.0	500
metastatic::ESR1+GATA3+PIK3CA	metastatic	ESR1+GATA3+PIK3CA	3	14	0.0012769062385990515	0.0035407897055584085	3	0.0035407897055584085	0.0	metastatic::ESR1+GATA3	0.5072158483022202	0.002405620586621256	rule_a_one_step	True	True	True	stable	True	0.36062752787433516	0.5268696236347863	-0.9244820905313499	True	fast_passing	0.47708162315454367	0.2431208022557053	0.7966790234701596	0.0	0.0	500
primary::ESR1	primary	ESR1	1	25	0.0022801897117840204	0.0035031863360759697	1	0.0035031863360759697	0.0	primary::WT	0.03211449413773991	0.0035031863360759697	rule_a_one_step	True	True	True	stable	True	0.6508902160446433	0.9509376202542845	-0.07257738881885491	True	fast_passing	0.8401411004938995	0.520250947518327	1.2012420734870337	0.0	0.0	500
