state	N_v	R_star_bootstrap_median	R_star_ci_low	R_star_ci_high	top_bootstrap_stability	high_confidence_top_bootstrap_stability	bootstrap_replicates
primary::AKT1+MAP3K1+TP53	1	0.16220461973303862	0.0	0.5521009215112003	0.0	0.0	500
primary::AKT1+BRCA1+TP53	1	0.16142208138295996	0.0	0.60954781603756	0.0	0.0	500
metastatic::GATA3+MAP2K4+PIK3CA	2	0.2956760744517787	0.0	0.9690607246515313	0.0	0.0	500
metastatic::ATM	18	2.9502666307851193	1.553158572622191	4.609393417211964	0.15	0.296	500
metastatic::AKT1+NF1+TP53	6	0.9843680890554254	0.2901067872697572	1.9706554175685627	0.0	0.0	500
primary::AKT1+GATA3+TP53	2	0.33363640106391507	0.0	0.9234193462975281	0.0	0.0	500
metastatic::ESR1+GATA3+MAP3K1+PIK3CA	3	0.5075323426476948	0.0	1.334215168110718	0.0	0.0	500
metastatic::MAP3K1+PIK3CA+RUNX1	2	0.32201640284832933	0.0	1.0135568867060647	0.0	0.0	500
primary::BRCA1+GATA3	6	1.0266207088232262	0.3320567089612009	1.9639311305021723	0.0	0.0	500
primary::ATM+BRCA1+TP53	4	0.6918225708243266	0.15951725371718098	1.571647027799323	0.0	0.0	500
metastatic::GATA3+MAP2K4	7	1.295572838315242	0.4854489271926125	2.4326441923354336	0.0	0.004	500
metastatic::MAP3K1+NF1+PIK3CA	4	0.6689289443919333	0.05776971191902547	1.615408078321881	0.0	0.0	500
unknown::BRCA2	1	0.1779670851340715	0.0	0.6844134027730593	0.0	0.0	500
primary::GATA3+PTEN+TP53	2	0.35623418177334704	0.0	0.9022064053165617	0.0	0.0	500
metastatic::BRCA1	10	1.8404251791443436	0.8415800049525303	3.0926275126038307	0.0	0.006	500
metastatic::RB1	13	2.3990888120682863	1.2313469664470758	3.86492710742525	0.032	0.114	500
primary::MAP2K4+PIK3CA+PTEN+TP53	2	0.3409049983626693	0.0	1.1746190288689975	0.0	0.0	500
primary::GATA3+RB1	4	0.7545486883001634	0.17230768656446294	1.6347917208390499	0.0	0.0	500
metastatic::NF1+PTEN+TP53	3	0.5281319278215567	0.0	1.4074868804691654	0.0	0.0	500
primary::MAP2K4+PIK3CA+RUNX1	2	0.3634055803799474	0.0	1.0833815640852658	0.0	0.0	500
metastatic::BRCA2+GATA3	8	1.522740828166135	0.5709439517462953	2.7300546163592165	0.0	0.0	500
metastatic::BRCA2+ESR1+PIK3CA	3	0.5325464150771255	0.0	1.4517195264424108	0.0	0.0	500
metastatic::BRCA2+MAP3K1+PIK3CA	5	0.9820014057850386	0.1791020231575068	2.036298148507558	0.0	0.0	500
primary::AKT1+CBFB+GATA3+PIK3CA	2	0.37154871016453395	0.0	1.1476120112211656	0.0	0.0	500
primary::GATA3+MAP3K1+PIK3CA+TP53	4	0.7987168080599667	0.15694540354773712	1.8618344262582387	0.0	0.002	500
primary::MAP3K1+PTEN+TP53	4	0.7694230041388215	0.177353330909346	1.6801434138924567	0.0	0.0	500
metastatic::ESR1+PIK3CA+PTEN	1	0.18782029329645739	0.0	0.7488509848212361	0.0	0.0	500
primary::BRCA2+NF1+PIK3CA+TP53	2	0.3794736745760265	0.0	1.2182304692394448	0.0	0.0	500
metastatic::BRCA1+PIK3CA	4	0.8091077798854238	0.19292573304100974	1.8110179051165536	0.0	0.0	500
primary::MAP2K4+NF1+PIK3CA+TP53	2	0.4053288981181634	0.0	1.249157301595692	0.0	0.0	500
metastatic::ATM+ESR1+PIK3CA	1	0.19067189875062623	0.0	0.8053542892904774	0.0	0.0	500
primary::NF1+PIK3CA+RUNX1+TP53	1	0.19976697883104264	0.0	0.7439801388750431	0.0	0.0	500
primary::AKT1+RUNX1+TP53	2	0.3792552083037306	0.0	1.0626498251947025	0.0	0.0	500
metastatic::AKT1+CBFB+GATA3	1	0.21184214512950228	0.0	0.8439193021765852	0.0	0.0	500
primary::MAP3K1+PTEN	4	0.8360625542083542	0.19053212963776445	1.8548192883038088	0.0	0.0	500
metastatic::ATM+GATA3+PIK3CA	1	0.20336128836492762	0.0	0.7967770107967578	0.0	0.0	500
primary::BRCA2+MAP3K1+PIK3CA+TP53	2	0.38303884210189465	0.0	1.165418632185238	0.0	0.0	500
primary::MAP2K4+NF1+PIK3CA	3	0.6087582594725831	0.0	1.6425510424759993	0.0	0.0	500
primary::AKT1+GATA3+PIK3CA	3	0.6517578597289271	0.0	1.4841434649896532	0.0	0.0	500
metastatic::NF1+PIK3CA+PTEN+TP53	5	1.0405799900219153	0.21888897172584545	2.4902617141059284	0.002	0.004	500
metastatic::AKT1+RB1+TP53	2	0.41047952950128275	0.0	1.1525006076621669	0.0	0.0	500
metastatic::AKT1+ESR1	6	1.3033832428063903	0.3965937971140943	2.695954618981095	0.0	0.002	500
primary::AKT1+ESR1	2	0.41730416347729776	0.0	1.1349704775418994	0.0	0.0	500
primary::ATM+BRCA2+TP53	4	0.8709958670317698	0.2161410749611232	1.8716147768813352	0.0	0.0	500
metastatic::NF1+PIK3CA+RB1+TP53	1	0.20692619505607368	0.0	0.8092558940592509	0.0	0.0	500
primary::CBFB+PIK3CA+RUNX1	1	0.22122170797004803	0.0	0.841124628711069	0.0	0.0	500
primary::CBFB+ESR1+GATA3	2	0.44688919332041943	0.0	1.3028548726146216	0.0	0.0	500
metastatic::ATM+MAP3K1+PIK3CA	5	1.0997691772931826	0.22653404601332602	2.5060803730983503	0.0	0.002	500
metastatic::BRCA2+RB1+TP53	4	0.8773298688524626	0.190124209184817	1.968866243313613	0.0	0.0	500
metastatic::ESR1+MAP3K1	12	2.7209834868684064	1.30841104171262	4.528296584602693	0.102	0.258	500
primary::AKT1+ATM+TP53	2	0.44471441487222185	0.0	1.2116226791913103	0.0	0.0	500
metastatic::ATM+ESR1+GATA3	1	0.21132347974908755	0.0	0.8798605582261916	0.0	0.0	500
primary::CBFB+PIK3CA+PTEN	1	0.22398130478295042	0.0	0.7886662719996541	0.0	0.0	500
metastatic::MAP3K1+PIK3CA+PTEN	6	1.3630907303227802	0.4084653104188187	2.995737937368303	0.008	0.01	500
primary::ATM+RB1+TP53	5	1.1335302884310865	0.269781783198466	2.263084563503775	0.0	0.0	500
primary::MAP3K1+PIK3CA+RB1+TP53	2	0.43574804620996577	0.0	1.498445892455241	0.0	0.0	500
primary::ATM+MAP2K4+PIK3CA	1	0.23749746008026607	0.0	0.9930517701907354	0.0	0.0	500
metastatic::AKT1+GATA3+TP53	7	1.6000377062582278	0.5056250818934342	3.1086976500059214	0.0	0.02	500
