lambda	mean_test_log_likelihood	standard_error	lambda_multiplier	selected
9.120758847136083e-06	-3.5636247563681267	0.010980105741625293	0.10000000000000002	False
2.7362276541408245e-05	-3.56295871124719	0.012009862562947447	0.3	False
9.120758847136082e-05	-3.5615349773423643	0.01146153710380562	1.0	False
0.00027362276541408243	-3.5647552097195976	0.011929454050545518	3.0	True
0.0009120758847136082	-3.579506432220975	0.013002350891437168	10.0	False
