lambda	mean_test_log_likelihood	standard_error	lambda_multiplier	selected
3.683512597613084e-06	-4.240144592365142	0.016929725036571676	0.1	False
1.105053779283925e-05	-4.240540804859616	0.016815864518967105	0.3	False
3.6835125976130835e-05	-4.240415595215429	0.017251196273015315	0.9999999999999999	False
0.00011050537792839252	-4.2452523915354075	0.017225183823862008	3.0	False
0.0003683512597613084	-4.254553430036241	0.01771682671856922	10.0	True
