repeat	state	stage	genotype	event_count	N_v	L_v	F_hat	n_predecessors	genotype_inflow	stage_inflow	dominant_predecessor	dominant_edge_probability	dominant_contribution	rule	count_eligible	inflow_eligible	stable_for_scoring	flags	eligible_relobstq	R_raw	R_star	log2_R_star	high_confidence_relobstq	direction_flag	mask	D_true	log2_D_true	truth_level	pilot_count	log2_occupancy_reference
1	s1::E11+E15	s1	E11+E15	2	29	0.0058	0.003497376690915961	2	0.003497376690915961	0.0	s1::E11	0.07251366566216937	0.0025234755650434936	rule_a_one_step	True	True	True	stable	True	1.6583858448552182	0.9547085699308309	-0.0668676851741222	True	fast_passing	17408	2.0	1.0	D=2	67	2.273018494406416
1	s1::E11+E8	s1	E11+E8	2	12	0.0024	0.002809224275431953	2	0.002809224275431953	0.0	s1::E11	0.052619080671803604	0.0018311440073787654	rule_a_one_step	True	True	True	stable	True	0.8543283710506316	0.4918243965404155	-1.0237847944899579	True	fast_passing	1152	1.0	0.0	D=1	61	1.0
1	s1::E4+E7	s1	E4+E7	2	13	0.0026	0.00256942257563406	2	0.00256942257563406	0.0	s1::E7	0.27657088211048614	0.0022678812333059863	rule_a_one_step	True	True	True	stable	True	1.0119005038890863	0.5825363777538618	-0.7795799500708576	True	fast_passing	72	1.0	0.0	D=1	93	1.115477217419936
1	s1::E11+E3+E7	s1	E11+E3+E7	3	15	0.003	0.0024760000114790797	3	0.0024760000114790797	0.0	s1::E11+E3	0.19534035922021886	0.0014845867300736634	rule_a_one_step	True	True	True	stable	True	1.2116316578675088	0.6975186932246151	-0.5196962137719557	True	fast_passing	1092	2.0	1.0	D=2	51	1.3219280948873626
1	s1::E11+E3+E6	s1	E11+E3+E6	3	23	0.0046	0.0023831322064726693	3	0.0023831322064726693	0.0	s1::E11+E3	0.22903928827948397	0.0017406985909240783	rule_a_one_step	True	True	True	stable	True	1.930232819470111	1.111206912689699	0.15212747929886888	True	relative_bottleneck	1060	4.0	2.0	D=4	63	1.9385994553358568
1	s1::E10+E4	s1	E10+E4	2	29	0.0058	0.0018339106072948247	2	0.0018339106072948247	0.0	s1::E10	0.2682493457464191	0.0015558462053292309	rule_a_one_step	True	True	True	stable	True	3.1626405200812138	1.8206860710365247	0.8644821893097175	True	relative_bottleneck	520	2.0	1.0	D=2	119	2.273018494406416
1	s1::E14+E4	s1	E14+E4	2	9	0.0018	0.001657947118400079	2	0.001657947118400079	0.0	s1::E14	0.23390430859547584	0.0014969875750110455	rule_a_one_step	True	True	True	stable	True	1.0856799827556154	0.6250101488472563	-0.6780484785962672	False	fast_passing	8200	1.0	0.0	D=1	64	0.5849625007211562
1	s1::E10+E6	s1	E10+E6	2	28	0.0056	0.0015932872968156366	2	0.0015932872968156366	0.0	s1::E6	0.23491577634558825	0.0012685451922661765	rule_a_one_step	True	True	True	stable	True	3.5147459015567892	2.023388009343797	1.0167730008059543	True	relative_bottleneck	544	4.0	2.0	D=4	82	2.222392421336448
1	s1::E11+E4+E7	s1	E11+E4+E7	3	20	0.004	0.0011876523034992374	3	0.0011876523034992374	0.0	s1::E4+E7	0.2661270106894724	0.0006919302277926283	rule_a_one_step	True	True	True	stable	True	3.3679890864073747	1.938902248956031	0.9552400708499404	True	relative_bottleneck	1096	2.0	1.0	D=2	81	1.7369655941662063
1	s1::E3+E7	s1	E3+E7	2	18	0.0036	0.0010561870875653385	2	0.0010561870875653385	0.0	s1::E7	0.06536808951681544	0.0005360183340378866	rule_a_one_step	True	True	True	stable	True	3.4084870369794285	1.9622163290874557	0.9724841035842245	True	relative_bottleneck	68	4.0	2.0	D=4	67	1.584962500721156
1	s1::E3+E6	s1	E3+E6	2	6	0.0012	0.001022411652076817	2	0.001022411652076817	0.0	s1::E3	0.19059534338030937	0.00060990509881699	rule_a_one_step	True	True	True	stable	True	1.173695542679657	0.6756794244006055	-0.5655891716414677	False	fast_passing	36	0.25	-2.0	D=0.25	61	0.0
1	s1::E4+E8	s1	E4+E8	2	6	0.0012	0.0008099630725615054	2	0.0008099630725615054	0.0	s1::E4	0.1619019209344072	0.0005504665311769844	rule_a_one_step	True	True	True	stable	True	1.481549022628223	0.852906187702836	-0.2295410285828047	False	fast_passing	136	0.25	-2.0	D=0.25	63	0.0
2	s1::E11	s1	E11	1	187	0.0374	0.014656845274500053	1	0.014656845274500053	0.0	s1::WT	0.11916134369512238	0.014656845274500053	rule_a_one_step	True	True	True	stable	True	2.55170872701486	1.7356611064711978	0.7954852843365945	True	relative_bottleneck	1024	4.0	2.0	D=4	414	4.96193195916648
2	s1::E7	s1	E7	1	45	0.009	0.010566096338581658	1	0.010566096338581658	0.0	s1::WT	0.08590322226489153	0.010566096338581658	rule_a_one_step	True	True	True	stable	True	0.8517809899465988	0.5793777008441592	-0.7874239358238129	True	fast_passing	64	1.0	0.0	D=1	239	2.9068905956085187
2	s1::E3	s1	E3	1	27	0.0054	0.010519410015682944	1	0.010519410015682944	0.0	s1::WT	0.08552365866408898	0.010519410015682944	rule_a_one_step	True	True	True	stable	True	0.5133367737768593	0.34916942648396165	-1.518000853763622	True	fast_passing	4	0.5	-1.0	D=0.5	263	2.1699250014423126
2	s1::E11+E3	s1	E11+E3	2	48	0.0096	0.010298208890322812	2	0.010298208890322812	0.0	s1::E11	0.2621165515068501	0.009803159026356194	rule_a_one_step	True	True	True	stable	True	0.9322009391447558	0.6340789982649356	-0.6572655016754757	True	fast_passing	1028	4.0	2.0	D=4	119	3.0
