state	stage	genotype	event_count	N_v	L_v	F_hat	n_predecessors	genotype_inflow	stage_inflow	dominant_predecessor	dominant_edge_probability	dominant_contribution	rule	count_eligible	inflow_eligible	stable_for_scoring	flags	eligible_relobstq	R_raw	R_star	log2_R_star	high_confidence_relobstq	direction_flag	R_star_bootstrap_median	R_star_ci_low	R_star_ci_high	top_bootstrap_stability	high_confidence_top_bootstrap_stability	bootstrap_replicates
primary::APC+KRAS+TP53	primary	APC+KRAS+TP53	3	580	0.045694477270936736	0.05071783375952921	3	0.05071783375952921	0.0	primary::APC+TP53	0.531573612075783	0.039282758065633375	rule_a_one_step	True	True	True	stable	True	0.9009548295514572	0.8232529403046138	-0.2805923353727707	True	fast_passing	0.7066956971581224	0.6225614099849405	0.7951743084970927	0.0	0.0	500
metastatic::APC+KRAS+TP53	metastatic	APC+KRAS+TP53	3	389	0.03064681320412826	0.033530655816497924	3	0.033530655816497924	0.0	metastatic::APC+TP53	0.531573612075783	0.024457495426790928	rule_a_one_step	True	True	True	stable	True	0.9139938500139704	0.8351674243412887	-0.2598626541215875	True	fast_passing	0.7180489024558337	0.6281477898490899	0.8214020804122287	0.0	0.0	500
unknown::TP53	unknown	TP53	1	17	0.001339320885527456	0.023472406727962386	1	0.023472406727962386	0.0	unknown::WT	0.36377931452750495	0.023472406727962386	rule_a_one_step	True	True	True	stable	True	0.05705937618552257	0.052138351086996	-4.261511232452276	True	fast_passing	0.04486473043393505	0.025362856763809068	0.069662813162921	0.0	0.0	500
primary::APC+KRAS+PIK3CA+TP53	primary	APC+KRAS+PIK3CA+TP53	4	155	0.012211455132750335	0.020608438054507502	4	0.020608438054507502	0.0	primary::APC+KRAS+TP53	0.24898838912920912	0.011377394287791798	rule_a_one_step	True	True	True	stable	True	0.5925463686214145	0.5414428384575743	-0.8851190581188486	True	fast_passing	0.4669591898377048	0.38812394491203955	0.5497478572016671	0.0	0.0	500
primary::APC+TP53	primary	APC+TP53	2	938	0.07389899944851493	0.016668420939906156	2	0.016668420939906156	0.0	primary::TP53	0.2626090281665842	0.008461915427411404	rule_a_one_step	True	True	True	stable	True	4.433473315229194	4.051113133320541	2.0183183749778046	True	relative_bottleneck	3.494015904102913	3.043043928767222	4.066050103238057	0.0	0.406	500
unknown::APC	unknown	APC	1	3	0.0002363507445048452	0.015155143567082445	1	0.015155143567082445	0.0	unknown::WT	0.2348769686165781	0.015155143567082445	rule_a_one_step	False	True	False	rare_state	False	0.015595414417756668	0.014250404519257708	-6.132853316838131	False	fast_passing	0.011991162517991389	0.0	0.02745615968044149	0.0	0.0	500
primary::APC+KRAS+SMAD4+TP53	primary	APC+KRAS+SMAD4+TP53	4	117	0.009217679035688962	0.013491623821286984	4	0.013491623821286984	0.0	primary::APC+KRAS+TP53	0.16708026878630863	0.007634645544477981	rule_a_one_step	True	True	True	stable	True	0.6832149455918094	0.6242918006206098	-0.6797075771654653	True	fast_passing	0.53804968069511	0.4275317619826831	0.6658786319654822	0.0	0.0	500
metastatic::APC+KRAS+PIK3CA+TP53	metastatic	APC+KRAS+PIK3CA+TP53	4	69	0.005436067123611439	0.01235883334804092	4	0.01235883334804092	0.0	metastatic::APC+KRAS+TP53	0.24898838912920912	0.007630700651639672	rule_a_one_step	True	True	True	stable	True	0.4398527733229199	0.4019181395803273	-1.315026403551872	True	fast_passing	0.34554510793794124	0.26983551531228445	0.4499441997096378	0.0	0.0	500
primary::APC+FBXW7+KRAS+TP53	primary	APC+FBXW7+KRAS+TP53	4	87	0.0068541715906405105	0.012005526271316382	4	0.012005526271316382	0.0	primary::APC+KRAS+TP53	0.1372584334684366	0.006271952368367859	rule_a_one_step	True	True	True	stable	True	0.5709180451710466	0.5216798267167535	-0.9387634492510766	True	fast_passing	0.4517954780093648	0.3596792416006134	0.5698337497069895	0.0	0.0	500
primary::KRAS+TP53	primary	KRAS+TP53	2	183	0.014417395414795557	0.011108082544231108	2	0.011108082544231108	0.0	primary::TP53	0.3367025902924171	0.010849394109319987	rule_a_one_step	True	True	True	stable	True	1.2979193624182415	1.185981690026647	0.24608173677121373	True	relative_bottleneck	1.0127504303014265	0.8317618371360482	1.227864835772458	0.0	0.0	500
metastatic::APC+KRAS+SMAD4+TP53	metastatic	APC+KRAS+SMAD4+TP53	4	77	0.00606633577562436	0.009989692915613517	4	0.009989692915613517	0.0	metastatic::APC+KRAS+TP53	0.16708026878630863	0.005120477787589542	rule_a_one_step	True	True	True	stable	True	0.6072594849773254	0.5548870377711823	-0.8497339930366417	True	fast_passing	0.47900348497663797	0.37715245032447015	0.6103527543854396	0.0	0.0	500
primary::APC+KRAS+SOX9+TP53	primary	APC+KRAS+SOX9+TP53	4	59	0.004648231308595289	0.009296029988592275	4	0.009296029988592275	0.0	primary::APC+KRAS+TP53	0.14268035756150005	0.006519704355603091	rule_a_one_step	True	True	True	stable	True	0.5000232694816382	0.4568992954135379	-1.1300518771258083	True	fast_passing	0.38729787694500606	0.29764347718998035	0.5026246568943198	0.0	0.0	500
metastatic::APC+TP53	metastatic	APC+TP53	2	584	0.046009611596943195	0.00871144819410613	2	0.00871144819410613	0.0	metastatic::TP53	0.2626090281665842	0.005482659140009833	rule_a_one_step	True	True	True	stable	True	5.281511244340547	4.826012934876999	2.2708317823290254	True	relative_bottleneck	4.178086802728112	3.5721953942957834	4.977687718806247	0.0	0.942	500
unknown::KRAS	unknown	KRAS	1	4	0.0003151343260064603	0.008506934787733723	1	0.008506934787733723	0.0	unknown::WT	0.13184190874322851	0.008506934787733723	rule_a_one_step	False	True	False	rare_state	False	0.03704440363452801	0.03384954851636577	-4.884719598442517	False	fast_passing	0.028501463909873875	0.0069258473107600554	0.05881811397592094	0.0	0.0	500
primary::APC+KRAS+TCF7L2+TP53	primary	APC+KRAS+TCF7L2+TP53	4	53	0.004175529819585598	0.007699625950426331	4	0.007699625950426331	0.0	primary::APC+KRAS+TP53	0.10075088386386764	0.0046037589727442865	rule_a_one_step	True	True	True	stable	True	0.5423029437958728	0.49553260426837115	-1.0129481101924696	True	fast_passing	0.42336526272020725	0.3095546253225352	0.5622434581197474	0.0	0.0	500
primary::APC+PIK3CA+TP53	primary	APC+PIK3CA+TP53	3	113	0.008902544709682502	0.007451482499059759	3	0.007451482499059759	0.0	primary::APC+TP53	0.07271875407837884	0.00537384316753481	rule_a_one_step	True	True	True	stable	True	1.194734700056144	1.0916960789197874	0.12657127524811104	True	relative_bottleneck	0.9385251784589526	0.767090268524962	1.1481206876344863	0.0	0.0	500
metastatic::KRAS+TP53	metastatic	KRAS+TP53	2	175	0.013787126762782636	0.007185250644092415	2	0.007185250644092415	0.0	metastatic::TP53	0.3367025902924171	0.0070295585304884995	rule_a_one_step	True	True	True	stable	True	1.9188094394729787	1.7533237639858352	0.8100924248299646	True	relative_bottleneck	1.5247528101155914	1.2283990058490704	1.8259014256671833	0.0	0.0	500
primary::APC+KRAS+PIK3CA	primary	APC+KRAS+PIK3CA	3	133	0.010478216339714803	0.007080496260565373	3	0.007080496260565373	0.0	primary::APC+KRAS	0.23546513103691047	0.003988419063494505	rule_a_one_step	True	True	True	stable	True	1.4798703300774365	1.3522404903610392	0.4353517517659824	True	relative_bottleneck	1.166612830964949	0.9144373478013581	1.4489049511169096	0.0	0.0	500
primary::APC+FBXW7+KRAS+PIK3CA+TP53	primary	APC+FBXW7+KRAS+PIK3CA+TP53	5	24	0.0018908059560387616	0.006564768581515441	5	0.006564768581515441	0.0	primary::APC+KRAS+PIK3CA+TP53	0.22156670422728508	0.0027056518675828557	rule_a_one_step	True	True	True	stable	True	0.28802324594879414	0.26318298801003437	-1.9258618577396183	True	fast_passing	0.22728097636000916	0.140440911115996	0.33630688019414484	0.0	0.0	500
primary::APC+FBXW7+TP53	primary	APC+FBXW7+TP53	3	93	0.007326873079650201	0.006136952086876815	3	0.006136952086876815	0.0	primary::APC+TP53	0.06630270153651827	0.004899703304282213	rule_a_one_step	True	True	True	stable	True	1.193894456846747	1.0909283015906497	0.1255562874189338	True	relative_bottleneck	0.9435049259657989	0.7342859965184756	1.2028490513229266	0.0	0.0	500
metastatic::APC+FBXW7+KRAS+TP53	metastatic	APC+FBXW7+KRAS+TP53	4	43	0.003387694004569448	0.006119868570505203	4	0.006119868570505203	0.0	metastatic::APC+KRAS+TP53	0.1372584334684366	0.004206533571198444	rule_a_one_step	True	True	True	stable	True	0.5535566597529451	0.5058157554843151	-0.9833161191652255	True	fast_passing	0.43392480333796857	0.30198139290302395	0.5804296765353533	0.0	0.0	500
metastatic::APC+KRAS+SOX9+TP53	metastatic	APC+KRAS+SOX9+TP53	4	35	0.0027574253525565274	0.006062742451993143	4	0.006062742451993143	0.0	metastatic::APC+KRAS+TP53	0.14268035756150005	0.004372698266085521	rule_a_one_step	True	True	True	stable	True	0.45481485877652633	0.4155898359170934	-1.2667677242143371	True	fast_passing	0.3490605044354479	0.22812368946020956	0.47077070117127184	0.0	0.0	500
primary::APC+SMAD4+TP53	primary	APC+SMAD4+TP53	3	58	0.004569447727093673	0.005993017817271636	3	0.005993017817271636	0.0	primary::APC+TP53	0.057135983026177464	0.004222291978141847	rule_a_one_step	True	True	True	stable	True	0.7624618957684803	0.6967041820222364	-0.5213818716778289	True	fast_passing	0.5982049419048654	0.4342520543863441	0.7784476595605286	0.0	0.0	500
primary::APC+KRAS+PIK3CA+SMAD4+TP53	primary	APC+KRAS+PIK3CA+SMAD4+TP53	5	22	0.0017332387930355314	0.005736356548759055	5	0.005736356548759055	0.0	primary::APC+KRAS+SMAD4+TP53	0.2910669502574662	0.002682961725370168	rule_a_one_step	True	True	True	stable	True	0.3021497666682404	0.27609118200278765	-1.8567832840494052	True	fast_passing	0.23373559965188873	0.14730024685299617	0.3539392753729	0.0	0.0	500
primary::APC+SOX9+TP53	primary	APC+SOX9+TP53	3	64	0.0050421492161033645	0.005586737778865525	3	0.005586737778865525	0.0	primary::APC+TP53	0.06041197688179207	0.004464384646271248	rule_a_one_step	True	True	True	stable	True	0.9025211876374715	0.8246842095065594	-0.2780863107962116	True	fast_passing	0.7128353433171762	0.5282189067173241	0.8965509923226866	0.0	0.0	500
primary::APC+NRAS+TP53	primary	APC+NRAS+TP53	3	57	0.0044906641455920585	0.005170098979950653	3	0.005170098979950653	0.0	primary::APC+TP53	0.05301454620848102	0.003917721921023808	rule_a_one_step	True	True	True	stable	True	0.8685837857530411	0.7936737026850729	-0.3333820903810302	True	fast_passing	0.683542399266682	0.4939695484222302	0.8962308832516308	0.0	0.0	500
primary::APC+ARID1A+KRAS+TP53	primary	APC+ARID1A+KRAS+TP53	4	18	0.0014181044670290711	0.004897293567993071	4	0.004897293567993071	0.0	primary::APC+KRAS+TP53	0.07663750398115846	0.0035019106837683688	rule_a_one_step	True	True	True	stable	True	0.2895690133848044	0.2645954423806448	-1.9181398832763303	True	fast_passing	0.22264652029298065	0.13401106943127	0.34510306381151445	0.0	0.0	500
metastatic::APC+KRAS+TCF7L2+TP53	metastatic	APC+KRAS+TCF7L2+TP53	4	32	0.0025210746080516822	0.004864730938755195	4	0.004864730938755195	0.0	metastatic::APC+KRAS+TP53	0.10075088386386764	0.003087693517926772	rule_a_one_step	True	True	True	stable	True	0.5182351581768155	0.473540519174189	-1.078440217640119	True	fast_passing	0.4085791632582887	0.27612791716001933	0.5703585505579772	0.0	0.0	500
primary::APC+KRAS	primary	APC+KRAS	2	215	0.01693847002284724	0.004706763564027526	2	0.004706763564027526	0.0	primary::KRAS	0.4935438374274594	0.0041993803231832995	rule_a_one_step	True	True	True	stable	True	3.5987509864962117	3.2883805423764865	1.7173772621679357	True	relative_bottleneck	2.8298280660778294	2.295148739376551	3.538017530996303	0.0	0.042	500
primary::TP53	primary	TP53	1	409	0.03222248483416056	0.004700213313047413	1	0.004700213313047413	0.0	primary::WT	0.36377931452750495	0.004700213313047413	rule_a_one_step	True	True	True	stable	True	6.855536691889708	6.2642882349320095	2.6471505960165795	True	relative_bottleneck	5.359024848120752	4.464803131812242	6.7170035671215045	0.026	1.0	500
primary::BRAF+TP53	primary	BRAF+TP53	2	129	0.010163082013708344	0.004649013597566039	2	0.004649013597566039	0.0	primary::TP53	0.1065236714952864	0.0034324573892359675	rule_a_one_step	True	True	True	stable	True	2.1860727653803993	1.9975372491373766	0.998222406104299	True	relative_bottleneck	1.7125005833222497	1.3688845161171157	2.1189878615637627	0.0	0.0	500
primary::APC+BRAF+TP53	primary	APC+BRAF+TP53	3	56	0.004411880564090444	0.0044815595074719095	3	0.0044815595074719095	0.0	primary::BRAF+TP53	0.20719626508651243	0.0021057526350082806	rule_a_one_step	True	True	True	stable	True	0.9844520765037827	0.899549056165455	-0.15272613508173777	True	fast_passing	0.7697488470294036	0.5638412362192453	1.0018278235878866	0.0	0.0	500
metastatic::APC+PIK3CA+TP53	metastatic	APC+PIK3CA+TP53	3	49	0.003860395493579138	0.004135171925702164	3	0.004135171925702164	0.0	metastatic::APC+TP53	0.07271875407837884	0.0033457616309598395	rule_a_one_step	True	True	True	stable	True	0.9335513884323152	0.8530382436986128	-0.22931767250261761	True	fast_passing	0.7375601035597927	0.4935557678369374	0.9606514897636387	0.0	0.0	500
primary::APC+ARID1A+TP53	primary	APC+ARID1A+TP53	3	50	0.003939179075080753	0.004086620336569492	3	0.004086620336569492	0.0	primary::APC+TP53	0.05012218907432379	0.0037039796227618144	rule_a_one_step	True	True	True	stable	True	0.9639209786303689	0.8807886409508714	-0.1831322315135975	True	fast_passing	0.7657666695302936	0.5558003134606067	1.0276458972082563	0.0	0.0	500
primary::APC+KRAS+PIK3CA+TCF7L2+TP53	primary	APC+KRAS+PIK3CA+TCF7L2+TP53	5	14	0.001102970141022611	0.0038597343151158853	4	0.0038597343151158853	0.0	primary::APC+KRAS+PIK3CA+TP53	0.14570612783561213	0.001779283842631362	rule_a_one_step	True	True	True	stable	True	0.2857632289396924	0.26111788375968287	-1.937226824797511	True	fast_passing	0.22356423353834587	0.11228813678234638	0.3603993790680981	0.0	0.0	500
primary::APC+KRAS+PIK3CA+SOX9+TP53	primary	APC+KRAS+PIK3CA+SOX9+TP53	5	21	0.0016544552115339162	0.0038008076448871903	4	0.0038008076448871903	0.0	primary::APC+KRAS+PIK3CA+TP53	0.17564516765790297	0.0021448830841388922	rule_a_one_step	True	True	True	stable	True	0.4352904344749419	0.39774927478481503	-1.3300687947906364	True	fast_passing	0.3398086577567843	0.20660173349684505	0.5066773268146978	0.0	0.0	500
unknown::PIK3CA	unknown	PIK3CA	1	1	7.878358150161507e-05	0.0037567386493036186	1	0.0037567386493036186	0.0	unknown::WT	0.05822256859048942	0.0037567386493036186	rule_a_one_step	False	True	False	rare_state	False	0.02097127025199046	0.019162625395403098	-5.70556095722613	False	fast_passing	0.015948719915919743	0.0	0.054872888947949255	0.0	0.0	500
primary::APC+TCF7L2+TP53	primary	APC+TCF7L2+TP53	3	69	0.005436067123611439	0.00367741011032509	3	0.00367741011032509	0.0	primary::APC+TP53	0.04153998421642626	0.003069763270701003	rule_a_one_step	True	True	True	stable	True	1.4782324948937087	1.3507439085275086	0.4337541758339581	True	relative_bottleneck	1.1704882835184103	0.8778434525551133	1.4856828670562539	0.0	0.0	500
metastatic::APC+KRAS+PIK3CA	metastatic	APC+KRAS+PIK3CA	3	73	0.005751201449617899	0.0036532884674365623	3	0.0036532884674365623	0.0	metastatic::APC+KRAS	0.23546513103691047	0.002226094361020189	rule_a_one_step	True	True	True	stable	True	1.574253306112218	1.4384835071990947	0.5245486800841653	True	relative_bottleneck	1.2250726504089098	0.9110318327894009	1.6425269848983919	0.0	0.0	500
metastatic::APC+NRAS+TP53	metastatic	APC+NRAS+TP53	3	46	0.003624044749074293	0.0036191096927435	3	0.0036191096927435	0.0	metastatic::APC+TP53	0.05301454620848102	0.002439178680040409	rule_a_one_step	True	True	True	stable	True	1.001363610320882	0.9150020727688726	-0.12815308332676278	True	fast_passing	0.7873317485925757	0.548946338776891	1.0520717268151176	0.0	0.0	500
metastatic::TP53	metastatic	TP53	1	265	0.02087764909792799	0.0036111394966095974	1	0.0036111394966095974	0.0	metastatic::WT	0.36377931452750495	0.0036111394966095974	rule_a_one_step	True	True	True	stable	True	5.781457379796045	5.28284174860629	2.4013141935509896	True	relative_bottleneck	4.558723963423949	3.6175986541843614	5.746594125417904	0.004	0.968	500
unknown::BRAF	unknown	BRAF	1	1	7.878358150161507e-05	0.0035913970796251716	1	0.0035913970796251716	0.0	unknown::WT	0.05566007708386118	0.0035913970796251716	rule_a_one_step	False	True	False	rare_state	False	0.02193675044361868	0.020044838776688268	-5.640625376028007	False	fast_passing	0.01686061107274322	0.0	0.05283521027705568	0.0	0.0	500
primary::KRAS+SMAD4+TP53	primary	KRAS+SMAD4+TP53	3	53	0.004175529819585598	0.0035891255463008052	3	0.0035891255463008052	0.0	primary::KRAS+TP53	0.14853812281815373	0.002141532850840789	rule_a_one_step	True	True	True	stable	True	1.1633836054372066	1.0630488260495656	0.0882078616685122	True	relative_bottleneck	0.9117219927542708	0.6339705926286024	1.260850016932665	0.0	0.0	500
metastatic::APC+SMAD4+TP53	metastatic	APC+SMAD4+TP53	3	56	0.004411880564090444	0.003484215946880468	3	0.003484215946880468	0.0	metastatic::APC+TP53	0.057135983026177464	0.002628804387243964	rule_a_one_step	True	True	True	stable	True	1.2662477383970119	1.1570415514708878	0.21044067518403015	True	relative_bottleneck	0.9882563328451268	0.7291750764661634	1.3165597388350037	0.0	0.0	500
metastatic::APC+FBXW7+TP53	metastatic	APC+FBXW7+TP53	3	31	0.002442291026550067	0.0033689027139247284	3	0.0033689027139247284	0.0	metastatic::APC+TP53	0.06630270153651827	0.0030505615455232544	rule_a_one_step	True	True	True	stable	True	0.7249514851617302	0.6624288168084062	-0.5941626609355395	True	fast_passing	0.5666858392736764	0.3829173727213567	0.790186187101059	0.0	0.0	500
metastatic::APC+KRAS+PIK3CA+SMAD4+TP53	metastatic	APC+KRAS+PIK3CA+SMAD4+TP53	5	11	0.0008666193965177657	0.0033637197107640564	5	0.0033637197107640564	0.0	metastatic::APC+KRAS+SMAD4+TP53	0.2910669502574662	0.0017657098534487432	rule_a_one_step	True	True	True	stable	True	0.25763722033286746	0.23541757279500417	-2.0867060802120507	True	fast_passing	0.1974230254557623	0.09425908455856293	0.34329859799039636	0.0	0.0	500
metastatic::APC+ARID1A+KRAS+TP53	metastatic	APC+ARID1A+KRAS+TP53	4	16	0.0012605373040258411	0.0032471892248105414	4	0.0032471892248105414	0.0	metastatic::APC+KRAS+TP53	0.07663750398115846	0.002348695268941199	rule_a_one_step	True	True	True	stable	True	0.3881933624336889	0.3547140395366696	-1.49527166179756	True	fast_passing	0.30432430158296847	0.16670156555351437	0.47456714215693085	0.0	0.0	500
metastatic::APC+SOX9+TP53	metastatic	APC+SOX9+TP53	3	42	0.0033089104230678325	0.00321250199175322	3	0.00321250199175322	0.0	metastatic::APC+TP53	0.06041197688179207	0.0027795315921347644	rule_a_one_step	True	True	True	stable	True	1.0300103877078026	0.9411782393651216	-0.08746012995939219	True	fast_passing	0.823894181384107	0.5865649483911898	1.0937520554453686	0.0	0.0	500
metastatic::APC+FBXW7+KRAS+PIK3CA+TP53	metastatic	APC+FBXW7+KRAS+PIK3CA+TP53	5	15	0.001181753722524226	0.0031702531145943883	5	0.0031702531145943883	0.0	metastatic::APC+KRAS+PIK3CA+TP53	0.22156670422728508	0.001204451476536884	rule_a_one_step	True	True	True	stable	True	0.3727632083101541	0.3406146426136545	-1.5537876388138516	True	fast_passing	0.29550449313754085	0.15743670114573632	0.49010309693704746	0.0	0.0	500
primary::KRAS+PIK3CA+TP53	primary	KRAS+PIK3CA+TP53	3	49	0.003860395493579138	0.003048383490017865	3	0.003048383490017865	0.0	primary::KRAS+TP53	0.13076200736776025	0.0018852475654534094	rule_a_one_step	True	True	True	stable	True	1.2663746227972583	1.157157492861239	0.21058523324997777	True	relative_bottleneck	0.9956614112888229	0.707600048450876	1.3795941637779525	0.0	0.0	500
primary::APC	primary	APC	1	122	0.009611596943197038	0.0030347296031764605	1	0.0030347296031764605	0.0	primary::WT	0.2348769686165781	0.0030347296031764605	rule_a_one_step	True	True	True	stable	True	3.167200441834867	2.8940486145933986	1.533089156646324	True	relative_bottleneck	2.4896081873190705	1.9596754635005325	3.226991496198171	0.0	0.006	500
primary::APC+KRAS+SMAD4+SOX9+TP53	primary	APC+KRAS+SMAD4+SOX9+TP53	5	13	0.0010241865595209958	0.0029423882773431413	4	0.0029423882773431413	0.0	primary::APC+KRAS+SMAD4+TP53	0.18856927198372736	0.0017381710251395336	rule_a_one_step	True	True	True	stable	True	0.3480800161757425	0.3180602260832779	-1.6526281229473536	True	fast_passing	0.27418089189421735	0.13758625519292508	0.43834565289370525	0.0	0.0	500
primary::APC+FBXW7+KRAS+SMAD4+TP53	primary	APC+FBXW7+KRAS+SMAD4+TP53	5	17	0.001339320885527456	0.0028707738929873473	5	0.0028707738929873473	0.0	primary::APC+KRAS+SMAD4+TP53	0.16482627643180314	0.0015193157127961054	rule_a_one_step	True	True	True	stable	True	0.46653652812315805	0.42630058238115004	-1.2300570686781163	True	fast_passing	0.3625360071121016	0.20358271575320291	0.5875057369599154	0.0	0.0	500
metastatic::KRAS+SMAD4+TP53	metastatic	KRAS+SMAD4+TP53	3	41	0.0032301268415662176	0.002860626139697991	3	0.002860626139697991	0.0	metastatic::KRAS+TP53	0.14853812281815373	0.0020479139283996616	rule_a_one_step	True	True	True	stable	True	1.1291677705140697	1.0317838993501067	0.045140838995170136	True	relative_bottleneck	0.8796308023355348	0.6056853889314266	1.2675489814319596	0.0	0.0	500
primary::APC+KRAS+PIK3CA+SOX9	primary	APC+KRAS+PIK3CA+SOX9	4	26	0.0020483731190419916	0.002840656545529627	4	0.002840656545529627	0.0	primary::APC+KRAS+PIK3CA	0.18523148383095248	0.0019408955605071047	rule_a_one_step	True	True	True	stable	True	0.7210914397745295	0.6589016769224871	-0.6018648964210178	True	fast_passing	0.5544799584328959	0.3556213330275964	0.8423803177441213	0.0	0.0	500
primary::APC+CTNNB1+KRAS+TP53	primary	APC+CTNNB1+KRAS+TP53	4	21	0.0016544552115339162	0.0028229677727837437	4	0.0028229677727837437	0.0	primary::APC+KRAS+TP53	0.03627558790531826	0.0016575940270294328	rule_a_one_step	True	True	True	stable	True	0.5860694645183213	0.5355245280472765	-0.9009754402073091	True	fast_passing	0.4488973569763765	0.2593042640713631	0.706143458283658	0.0	0.0	500
metastatic::BRAF+TP53	metastatic	BRAF+TP53	2	62	0.004884582053100134	0.0027480188161514204	2	0.0027480188161514204	0.0	metastatic::TP53	0.1065236714952864	0.0022239638341015437	rule_a_one_step	True	True	True	stable	True	1.7774922146142587	1.6241942926020705	0.6997242237836928	True	relative_bottleneck	1.4089821777150573	1.0327658255196537	1.8276968586446385	0.0	0.0	500
metastatic::APC+KRAS	metastatic	APC+KRAS	2	120	0.009454029780193808	0.0027270310172571367	2	0.0027270310172571367	0.0	metastatic::KRAS	0.4935438374274594	0.0025274048241380968	rule_a_one_step	True	True	True	stable	True	3.4667848355593476	3.167795671508384	1.66347928200578	True	relative_bottleneck	2.745651634161239	2.065766885489236	3.698333604329643	0.0	0.058	500
primary::APC+FBXW7+KRAS+PIK3CA	primary	APC+FBXW7+KRAS+PIK3CA	4	35	0.0027574253525565274	0.002639754360971036	4	0.002639754360971036	0.0	primary::APC+KRAS+PIK3CA	0.1562864554884777	0.0016376032915754774	rule_a_one_step	True	True	True	stable	True	1.0445764925254748	0.9544881059939556	-0.0672008747651678	True	fast_passing	0.8204637950149478	0.5540050488467045	1.17100466472667	0.0	0.0	500
metastatic::KRAS+PIK3CA+TP53	metastatic	KRAS+PIK3CA+TP53	3	33	0.002599858189553297	0.002633703161141033	3	0.002633703161141033	0.0	metastatic::KRAS+TP53	0.13076200736776025	0.0018028323713352276	rule_a_one_step	True	True	True	stable	True	0.9871492835357262	0.9020136454509835	-0.14877883648923432	True	fast_passing	0.7853178218612598	0.5223767972482962	1.073188886698545	0.0	0.0	500
primary::APC+KRAS+PIK3CA+SMAD4	primary	APC+KRAS+PIK3CA+SMAD4	4	31	0.002442291026550067	0.002566620688486534	4	0.002566620688486534	0.0	primary::APC+KRAS+SMAD4	0.266288014774808	0.000923081434656232	rule_a_one_step	True	True	True	stable	True	0.9515590038505689	0.8694928115134417	-0.20175399471234753	True	fast_passing	0.7594684396288812	0.46450518017769593	1.0745118424802222	0.0	0.0	500
metastatic::APC+ARID1A+TP53	metastatic	APC+ARID1A+TP53	3	32	0.0025210746080516822	0.0025588522823407358	3	0.0025588522823407358	0.0	metastatic::APC+TP53	0.05012218907432379	0.002306102451698187	rule_a_one_step	True	True	True	stable	True	0.9852364767067631	0.9002658066087603	-0.15157706982379038	True	fast_passing	0.790062160269662	0.5113171655569455	1.09407641687492	0.0	0.0	500
primary::SMAD4+TP53	primary	SMAD4+TP53	2	48	0.003781611912077523	0.0025414407538313544	2	0.0025414407538313544	0.0	primary::TP53	0.06931701955069962	0.0022335666112216295	rule_a_one_step	True	True	True	stable	True	1.4879795662710478	1.3596503541200677	0.44323569762924214	True	relative_bottleneck	1.1567381197436637	0.8122510852550701	1.5230539174619173	0.0	0.0	500
primary::BRAF+RNF43+TP53	primary	BRAF+RNF43+TP53	3	39	0.0030725596785629874	0.002531083440359611	3	0.002531083440359611	0.0	primary::BRAF+TP53	0.22440105306909897	0.002280606306303771	rule_a_one_step	True	True	True	stable	True	1.2139306149909124	1.1092364626255422	0.14956694628667183	True	relative_bottleneck	0.9687465338821224	0.6547323328149138	1.3375862789653072	0.0	0.0	500
primary::APC+KRAS+PTEN+TP53	primary	APC+KRAS+PTEN+TP53	4	19	0.0014968880485306862	0.0023786784450579457	4	0.0023786784450579457	0.0	primary::APC+KRAS+TP53	0.030977051168362593	0.0014154801605333887	rule_a_one_step	True	True	True	stable	True	0.6292939892785413	0.5750211997281827	-0.798312948953975	True	fast_passing	0.4855995908485151	0.2656772690423599	0.7495920436370962	0.0	0.0	500
primary::APC+KRAS+SOX9	primary	APC+KRAS+SOX9	3	26	0.0020483731190419916	0.0023593229830477912	3	0.0023593229830477912	0.0	primary::APC+KRAS	0.12168429642257333	0.002061145807205016	rule_a_one_step	True	True	True	stable	True	0.8682037740876343	0.7933264647208211	-0.3340134179729454	True	fast_passing	0.6777932037955121	0.4115133906934864	1.0009084013567549	0.0	0.0	500
primary::APC+FBXW7+KRAS+SOX9+TP53	primary	APC+FBXW7+KRAS+SOX9+TP53	5	14	0.001102970141022611	0.002339565634690565	4	0.002339565634690565	0.0	primary::APC+FBXW7+KRAS+TP53	0.1800153488182076	0.0012338560897490003	rule_a_one_step	True	True	True	stable	True	0.4714422729572404	0.43078323647941724	-1.2149659850204875	True	fast_passing	0.3626397084494357	0.19382357475408998	0.5935053011746599	0.0	0.0	500
metastatic::APC	metastatic	APC	1	48	0.003781611912077523	0.0023315605487819143	1	0.0023315605487819143	0.0	metastatic::WT	0.2348769686165781	0.0023315605487819143	rule_a_one_step	True	True	True	stable	True	1.6219230988580766	1.4820420694649494	0.5675864007793886	True	relative_bottleneck	1.2754653876391036	0.9104277354124747	1.7880821939585878	0.0	0.0	500
metastatic::APC+TCF7L2+TP53	metastatic	APC+TCF7L2+TP53	3	42	0.0033089104230678325	0.0022540797047298786	3	0.0022540797047298786	0.0	metastatic::APC+TP53	0.04153998421642626	0.001911238539540923	rule_a_one_step	True	True	True	stable	True	1.4679651365728419	1.3413620475844659	0.4236986882177442	True	relative_bottleneck	1.1206213458673362	0.8195336053566407	1.5944676274105296	0.0	0.0	500
