state	stage	genotype	event_count	N_v	L_v
primary::ARID1A+FBXW7+KRAS+RNF43+SOX9	primary	ARID1A+FBXW7+KRAS+RNF43+SOX9	5	1	7.878358150161507e-05
primary::ARID1A+FBXW7+KRAS+RNF43+SOX9+TCF7L2+TGFBR2	primary	ARID1A+FBXW7+KRAS+RNF43+SOX9+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::ARID1A+FBXW7+KRAS+TP53	primary	ARID1A+FBXW7+KRAS+TP53	4	1	7.878358150161507e-05
primary::ARID1A+FBXW7+NRAS+PIK3CA	primary	ARID1A+FBXW7+NRAS+PIK3CA	4	1	7.878358150161507e-05
primary::ARID1A+FBXW7+PIK3CA	primary	ARID1A+FBXW7+PIK3CA	3	1	7.878358150161507e-05
primary::ARID1A+FBXW7+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	primary	ARID1A+FBXW7+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::ARID1A+FBXW7+PIK3CA+RNF43+TCF7L2+TGFBR2+TP53	primary	ARID1A+FBXW7+PIK3CA+RNF43+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+FBXW7+PIK3CA+RNF43+TCF7L2+TP53	primary	ARID1A+FBXW7+PIK3CA+RNF43+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::ARID1A+FBXW7+PTEN+RNF43+SMAD4+TCF7L2+TGFBR2	primary	ARID1A+FBXW7+PTEN+RNF43+SMAD4+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::ARID1A+FBXW7+PTEN+RNF43+TP53	primary	ARID1A+FBXW7+PTEN+RNF43+TP53	5	1	7.878358150161507e-05
primary::ARID1A+FBXW7+RNF43+SMAD4	primary	ARID1A+FBXW7+RNF43+SMAD4	4	1	7.878358150161507e-05
primary::ARID1A+FBXW7+RNF43+SMAD4+TP53	primary	ARID1A+FBXW7+RNF43+SMAD4+TP53	5	1	7.878358150161507e-05
primary::ARID1A+FBXW7+RNF43+SOX9	primary	ARID1A+FBXW7+RNF43+SOX9	4	1	7.878358150161507e-05
primary::ARID1A+FBXW7+RNF43+TGFBR2	primary	ARID1A+FBXW7+RNF43+TGFBR2	4	1	7.878358150161507e-05
primary::ARID1A+FBXW7+SMAD4+TP53	primary	ARID1A+FBXW7+SMAD4+TP53	4	1	7.878358150161507e-05
primary::ARID1A+FBXW7+SOX9+TGFBR2	primary	ARID1A+FBXW7+SOX9+TGFBR2	4	1	7.878358150161507e-05
primary::ARID1A+FBXW7+TP53	primary	ARID1A+FBXW7+TP53	3	1	7.878358150161507e-05
primary::ARID1A+KRAS+NRAS+PIK3CA+SMAD4+TP53	primary	ARID1A+KRAS+NRAS+PIK3CA+SMAD4+TP53	6	1	7.878358150161507e-05
primary::ARID1A+KRAS+PIK3CA+RNF43+SMAD4	primary	ARID1A+KRAS+PIK3CA+RNF43+SMAD4	5	1	7.878358150161507e-05
primary::ARID1A+KRAS+PIK3CA+RNF43+TCF7L2+TGFBR2	primary	ARID1A+KRAS+PIK3CA+RNF43+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
primary::ARID1A+KRAS+PIK3CA+RNF43+TCF7L2+TGFBR2+TP53	primary	ARID1A+KRAS+PIK3CA+RNF43+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+KRAS+PIK3CA+RNF43+TCF7L2+TP53	primary	ARID1A+KRAS+PIK3CA+RNF43+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::ARID1A+KRAS+PIK3CA+SOX9	primary	ARID1A+KRAS+PIK3CA+SOX9	4	1	7.878358150161507e-05
primary::ARID1A+KRAS+PIK3CA+SOX9+TCF7L2+TGFBR2+TP53	primary	ARID1A+KRAS+PIK3CA+SOX9+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+KRAS+PIK3CA+TCF7L2	primary	ARID1A+KRAS+PIK3CA+TCF7L2	4	1	7.878358150161507e-05
primary::ARID1A+KRAS+RNF43	primary	ARID1A+KRAS+RNF43	3	1	7.878358150161507e-05
primary::ARID1A+KRAS+RNF43+SOX9+TGFBR2	primary	ARID1A+KRAS+RNF43+SOX9+TGFBR2	5	1	7.878358150161507e-05
primary::ARID1A+KRAS+RNF43+TCF7L2	primary	ARID1A+KRAS+RNF43+TCF7L2	4	1	7.878358150161507e-05
primary::ARID1A+KRAS+RNF43+TGFBR2	primary	ARID1A+KRAS+RNF43+TGFBR2	4	1	7.878358150161507e-05
primary::ARID1A+KRAS+SMAD4+TP53	primary	ARID1A+KRAS+SMAD4+TP53	4	1	7.878358150161507e-05
primary::ARID1A+KRAS+TCF7L2+TP53	primary	ARID1A+KRAS+TCF7L2+TP53	4	1	7.878358150161507e-05
primary::ARID1A+KRAS+TGFBR2+TP53	primary	ARID1A+KRAS+TGFBR2+TP53	4	1	7.878358150161507e-05
primary::ARID1A+NRAS+PTEN+RNF43+TCF7L2	primary	ARID1A+NRAS+PTEN+RNF43+TCF7L2	5	1	7.878358150161507e-05
primary::ARID1A+NRAS+TCF7L2+TP53	primary	ARID1A+NRAS+TCF7L2+TP53	4	1	7.878358150161507e-05
primary::ARID1A+NRAS+TP53	primary	ARID1A+NRAS+TP53	3	1	7.878358150161507e-05
primary::ARID1A+PIK3CA+PTEN+RNF43+SOX9	primary	ARID1A+PIK3CA+PTEN+RNF43+SOX9	5	1	7.878358150161507e-05
primary::ARID1A+PIK3CA+PTEN+RNF43+SOX9+TCF7L2+TP53	primary	ARID1A+PIK3CA+PTEN+RNF43+SOX9+TCF7L2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+PIK3CA+RNF43+SOX9+TGFBR2	primary	ARID1A+PIK3CA+RNF43+SOX9+TGFBR2	5	1	7.878358150161507e-05
primary::ARID1A+PIK3CA+RNF43+TCF7L2+TGFBR2	primary	ARID1A+PIK3CA+RNF43+TCF7L2+TGFBR2	5	1	7.878358150161507e-05
primary::ARID1A+PIK3CA+TP53	primary	ARID1A+PIK3CA+TP53	3	1	7.878358150161507e-05
primary::ARID1A+PTEN+RNF43+SOX9	primary	ARID1A+PTEN+RNF43+SOX9	4	1	7.878358150161507e-05
primary::ARID1A+PTEN+RNF43+TGFBR2+TP53	primary	ARID1A+PTEN+RNF43+TGFBR2+TP53	5	1	7.878358150161507e-05
primary::ARID1A+PTEN+SMAD4	primary	ARID1A+PTEN+SMAD4	3	1	7.878358150161507e-05
primary::ARID1A+RNF43+SMAD4+TP53	primary	ARID1A+RNF43+SMAD4+TP53	4	1	7.878358150161507e-05
primary::ARID1A+RNF43+SOX9+TP53	primary	ARID1A+RNF43+SOX9+TP53	4	1	7.878358150161507e-05
primary::ARID1A+RNF43+TCF7L2+TGFBR2	primary	ARID1A+RNF43+TCF7L2+TGFBR2	4	1	7.878358150161507e-05
primary::ARID1A+RNF43+TGFBR2	primary	ARID1A+RNF43+TGFBR2	3	1	7.878358150161507e-05
primary::ARID1A+SMAD4+SOX9+TP53	primary	ARID1A+SMAD4+SOX9+TP53	4	1	7.878358150161507e-05
primary::ARID1A+SMAD4+TP53	primary	ARID1A+SMAD4+TP53	3	1	7.878358150161507e-05
primary::BRAF+CTNNB1+FBXW7+KRAS+PIK3CA+PTEN+SMAD4+TP53	primary	BRAF+CTNNB1+FBXW7+KRAS+PIK3CA+PTEN+SMAD4+TP53	8	1	7.878358150161507e-05
primary::BRAF+CTNNB1+FBXW7+NRAS+PIK3CA+PTEN+SMAD4+TP53	primary	BRAF+CTNNB1+FBXW7+NRAS+PIK3CA+PTEN+SMAD4+TP53	8	1	7.878358150161507e-05
primary::BRAF+CTNNB1+FBXW7+PIK3CA+PTEN+RNF43+SOX9	primary	BRAF+CTNNB1+FBXW7+PIK3CA+PTEN+RNF43+SOX9	7	1	7.878358150161507e-05
primary::BRAF+CTNNB1+FBXW7+PIK3CA+RNF43	primary	BRAF+CTNNB1+FBXW7+PIK3CA+RNF43	5	1	7.878358150161507e-05
primary::BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+SMAD4+TCF7L2	primary	BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+SMAD4+TCF7L2	7	1	7.878358150161507e-05
primary::BRAF+CTNNB1+FBXW7+RNF43+TGFBR2+TP53	primary	BRAF+CTNNB1+FBXW7+RNF43+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::BRAF+CTNNB1+FBXW7+RNF43+TP53	primary	BRAF+CTNNB1+FBXW7+RNF43+TP53	5	1	7.878358150161507e-05
primary::BRAF+CTNNB1+FBXW7+TCF7L2	primary	BRAF+CTNNB1+FBXW7+TCF7L2	4	1	7.878358150161507e-05
primary::BRAF+CTNNB1+FBXW7+TGFBR2	primary	BRAF+CTNNB1+FBXW7+TGFBR2	4	1	7.878358150161507e-05
primary::BRAF+CTNNB1+KRAS+PIK3CA	primary	BRAF+CTNNB1+KRAS+PIK3CA	4	1	7.878358150161507e-05
primary::BRAF+CTNNB1+KRAS+PIK3CA+PTEN+SMAD4	primary	BRAF+CTNNB1+KRAS+PIK3CA+PTEN+SMAD4	6	1	7.878358150161507e-05
primary::BRAF+CTNNB1+KRAS+RNF43+TCF7L2	primary	BRAF+CTNNB1+KRAS+RNF43+TCF7L2	5	1	7.878358150161507e-05
primary::BRAF+CTNNB1+KRAS+TP53	primary	BRAF+CTNNB1+KRAS+TP53	4	1	7.878358150161507e-05
primary::BRAF+CTNNB1+PIK3CA	primary	BRAF+CTNNB1+PIK3CA	3	1	7.878358150161507e-05
primary::BRAF+CTNNB1+PIK3CA+RNF43	primary	BRAF+CTNNB1+PIK3CA+RNF43	4	1	7.878358150161507e-05
primary::BRAF+CTNNB1+PIK3CA+RNF43+SMAD4	primary	BRAF+CTNNB1+PIK3CA+RNF43+SMAD4	5	1	7.878358150161507e-05
primary::BRAF+CTNNB1+PIK3CA+TCF7L2	primary	BRAF+CTNNB1+PIK3CA+TCF7L2	4	1	7.878358150161507e-05
primary::BRAF+CTNNB1+PTEN+SMAD4	primary	BRAF+CTNNB1+PTEN+SMAD4	4	1	7.878358150161507e-05
primary::BRAF+CTNNB1+PTEN+TP53	primary	BRAF+CTNNB1+PTEN+TP53	4	1	7.878358150161507e-05
primary::BRAF+CTNNB1+RNF43+SMAD4+TP53	primary	BRAF+CTNNB1+RNF43+SMAD4+TP53	5	1	7.878358150161507e-05
primary::BRAF+CTNNB1+SMAD4+SOX9+TP53	primary	BRAF+CTNNB1+SMAD4+SOX9+TP53	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+KRAS+NRAS+PIK3CA+PTEN+TP53	primary	BRAF+FBXW7+KRAS+NRAS+PIK3CA+PTEN+TP53	7	1	7.878358150161507e-05
primary::BRAF+FBXW7+KRAS+PIK3CA+PTEN	primary	BRAF+FBXW7+KRAS+PIK3CA+PTEN	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+KRAS+PIK3CA+PTEN+SMAD4+TP53	primary	BRAF+FBXW7+KRAS+PIK3CA+PTEN+SMAD4+TP53	7	1	7.878358150161507e-05
primary::BRAF+FBXW7+KRAS+PIK3CA+TP53	primary	BRAF+FBXW7+KRAS+PIK3CA+TP53	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+KRAS+PTEN+SMAD4	primary	BRAF+FBXW7+KRAS+PTEN+SMAD4	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+KRAS+PTEN+SMAD4+TP53	primary	BRAF+FBXW7+KRAS+PTEN+SMAD4+TP53	6	1	7.878358150161507e-05
primary::BRAF+FBXW7+KRAS+RNF43+SOX9	primary	BRAF+FBXW7+KRAS+RNF43+SOX9	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+KRAS+RNF43+TGFBR2+TP53	primary	BRAF+FBXW7+KRAS+RNF43+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::BRAF+FBXW7+KRAS+TP53	primary	BRAF+FBXW7+KRAS+TP53	4	1	7.878358150161507e-05
primary::BRAF+FBXW7+NRAS+PIK3CA+PTEN+RNF43+TCF7L2	primary	BRAF+FBXW7+NRAS+PIK3CA+PTEN+RNF43+TCF7L2	7	1	7.878358150161507e-05
primary::BRAF+FBXW7+NRAS+PIK3CA+RNF43+SOX9+TGFBR2	primary	BRAF+FBXW7+NRAS+PIK3CA+RNF43+SOX9+TGFBR2	7	1	7.878358150161507e-05
primary::BRAF+FBXW7+NRAS+PIK3CA+TP53	primary	BRAF+FBXW7+NRAS+PIK3CA+TP53	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+NRAS+TP53	primary	BRAF+FBXW7+NRAS+TP53	4	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+PTEN+RNF43+SOX9	primary	BRAF+FBXW7+PIK3CA+PTEN+RNF43+SOX9	6	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+PTEN+TP53	primary	BRAF+FBXW7+PIK3CA+PTEN+TP53	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+RNF43+SMAD4+TP53	primary	BRAF+FBXW7+PIK3CA+RNF43+SMAD4+TP53	6	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	primary	BRAF+FBXW7+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+RNF43+SOX9+TGFBR2+TP53	primary	BRAF+FBXW7+PIK3CA+RNF43+SOX9+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+RNF43+SOX9+TP53	primary	BRAF+FBXW7+PIK3CA+RNF43+SOX9+TP53	6	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+SMAD4+SOX9	primary	BRAF+FBXW7+PIK3CA+SMAD4+SOX9	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+SMAD4+SOX9+TP53	primary	BRAF+FBXW7+PIK3CA+SMAD4+SOX9+TP53	6	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+SOX9+TGFBR2	primary	BRAF+FBXW7+PIK3CA+SOX9+TGFBR2	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+PIK3CA+SOX9+TGFBR2+TP53	primary	BRAF+FBXW7+PIK3CA+SOX9+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::BRAF+FBXW7+PTEN+RNF43+SOX9	primary	BRAF+FBXW7+PTEN+RNF43+SOX9	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+PTEN+RNF43+SOX9+TGFBR2+TP53	primary	BRAF+FBXW7+PTEN+RNF43+SOX9+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::BRAF+FBXW7+PTEN+RNF43+TCF7L2	primary	BRAF+FBXW7+PTEN+RNF43+TCF7L2	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+PTEN+RNF43+TGFBR2	primary	BRAF+FBXW7+PTEN+RNF43+TGFBR2	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+PTEN+RNF43+TP53	primary	BRAF+FBXW7+PTEN+RNF43+TP53	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+PTEN+SMAD4	primary	BRAF+FBXW7+PTEN+SMAD4	4	1	7.878358150161507e-05
primary::BRAF+FBXW7+PTEN+SMAD4+TP53	primary	BRAF+FBXW7+PTEN+SMAD4+TP53	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+RNF43+SOX9	primary	BRAF+FBXW7+RNF43+SOX9	4	1	7.878358150161507e-05
primary::BRAF+FBXW7+RNF43+SOX9+TGFBR2+TP53	primary	BRAF+FBXW7+RNF43+SOX9+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::BRAF+FBXW7+RNF43+TCF7L2	primary	BRAF+FBXW7+RNF43+TCF7L2	4	1	7.878358150161507e-05
primary::BRAF+FBXW7+RNF43+TCF7L2+TGFBR2	primary	BRAF+FBXW7+RNF43+TCF7L2+TGFBR2	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+RNF43+TCF7L2+TP53	primary	BRAF+FBXW7+RNF43+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+RNF43+TGFBR2	primary	BRAF+FBXW7+RNF43+TGFBR2	4	1	7.878358150161507e-05
primary::BRAF+FBXW7+RNF43+TGFBR2+TP53	primary	BRAF+FBXW7+RNF43+TGFBR2+TP53	5	1	7.878358150161507e-05
primary::BRAF+FBXW7+SOX9+TGFBR2	primary	BRAF+FBXW7+SOX9+TGFBR2	4	1	7.878358150161507e-05
primary::BRAF+FBXW7+SOX9+TP53	primary	BRAF+FBXW7+SOX9+TP53	4	1	7.878358150161507e-05
primary::BRAF+KRAS	primary	BRAF+KRAS	2	1	7.878358150161507e-05
primary::BRAF+KRAS+NRAS+PIK3CA+PTEN+SMAD4+TP53	primary	BRAF+KRAS+NRAS+PIK3CA+PTEN+SMAD4+TP53	7	1	7.878358150161507e-05
primary::BRAF+KRAS+PIK3CA+PTEN	primary	BRAF+KRAS+PIK3CA+PTEN	4	1	7.878358150161507e-05
primary::BRAF+KRAS+PIK3CA+PTEN+RNF43+TGFBR2+TP53	primary	BRAF+KRAS+PIK3CA+PTEN+RNF43+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::BRAF+KRAS+PIK3CA+PTEN+SMAD4+TP53	primary	BRAF+KRAS+PIK3CA+PTEN+SMAD4+TP53	6	1	7.878358150161507e-05
primary::BRAF+KRAS+PIK3CA+PTEN+TP53	primary	BRAF+KRAS+PIK3CA+PTEN+TP53	5	1	7.878358150161507e-05
primary::BRAF+KRAS+PIK3CA+RNF43	primary	BRAF+KRAS+PIK3CA+RNF43	4	1	7.878358150161507e-05
primary::BRAF+KRAS+PIK3CA+RNF43+SMAD4+SOX9+TP53	primary	BRAF+KRAS+PIK3CA+RNF43+SMAD4+SOX9+TP53	7	1	7.878358150161507e-05
primary::BRAF+KRAS+PIK3CA+SMAD4+TP53	primary	BRAF+KRAS+PIK3CA+SMAD4+TP53	5	1	7.878358150161507e-05
primary::BRAF+KRAS+PTEN+TP53	primary	BRAF+KRAS+PTEN+TP53	4	1	7.878358150161507e-05
primary::BRAF+KRAS+RNF43+SMAD4+TP53	primary	BRAF+KRAS+RNF43+SMAD4+TP53	5	1	7.878358150161507e-05
primary::BRAF+KRAS+RNF43+TP53	primary	BRAF+KRAS+RNF43+TP53	4	1	7.878358150161507e-05
primary::BRAF+KRAS+SMAD4+TP53	primary	BRAF+KRAS+SMAD4+TP53	4	1	7.878358150161507e-05
primary::BRAF+KRAS+SOX9+TP53	primary	BRAF+KRAS+SOX9+TP53	4	1	7.878358150161507e-05
primary::BRAF+NRAS	primary	BRAF+NRAS	2	1	7.878358150161507e-05
primary::BRAF+NRAS+RNF43+TGFBR2+TP53	primary	BRAF+NRAS+RNF43+TGFBR2+TP53	5	1	7.878358150161507e-05
primary::BRAF+NRAS+RNF43+TP53	primary	BRAF+NRAS+RNF43+TP53	4	1	7.878358150161507e-05
primary::BRAF+PIK3CA+PTEN+RNF43+SOX9+TGFBR2	primary	BRAF+PIK3CA+PTEN+RNF43+SOX9+TGFBR2	6	1	7.878358150161507e-05
primary::BRAF+PIK3CA+PTEN+SMAD4	primary	BRAF+PIK3CA+PTEN+SMAD4	4	1	7.878358150161507e-05
primary::BRAF+PIK3CA+RNF43+SOX9	primary	BRAF+PIK3CA+RNF43+SOX9	4	1	7.878358150161507e-05
primary::BRAF+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	primary	BRAF+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
primary::BRAF+PIK3CA+RNF43+SOX9+TGFBR2	primary	BRAF+PIK3CA+RNF43+SOX9+TGFBR2	5	1	7.878358150161507e-05
primary::BRAF+PIK3CA+RNF43+TCF7L2+TP53	primary	BRAF+PIK3CA+RNF43+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::BRAF+PIK3CA+SMAD4+SOX9	primary	BRAF+PIK3CA+SMAD4+SOX9	4	1	7.878358150161507e-05
primary::BRAF+PIK3CA+SOX9+TGFBR2	primary	BRAF+PIK3CA+SOX9+TGFBR2	4	1	7.878358150161507e-05
primary::BRAF+PIK3CA+SOX9+TP53	primary	BRAF+PIK3CA+SOX9+TP53	4	1	7.878358150161507e-05
primary::BRAF+PTEN+RNF43+SMAD4+TP53	primary	BRAF+PTEN+RNF43+SMAD4+TP53	5	1	7.878358150161507e-05
primary::BRAF+PTEN+RNF43+SOX9	primary	BRAF+PTEN+RNF43+SOX9	4	1	7.878358150161507e-05
primary::BRAF+PTEN+RNF43+TGFBR2+TP53	primary	BRAF+PTEN+RNF43+TGFBR2+TP53	5	1	7.878358150161507e-05
primary::BRAF+PTEN+SMAD4+SOX9	primary	BRAF+PTEN+SMAD4+SOX9	4	1	7.878358150161507e-05
primary::BRAF+RNF43+SMAD4+SOX9	primary	BRAF+RNF43+SMAD4+SOX9	4	1	7.878358150161507e-05
primary::BRAF+RNF43+SMAD4+SOX9+TP53	primary	BRAF+RNF43+SMAD4+SOX9+TP53	5	1	7.878358150161507e-05
primary::BRAF+RNF43+SOX9+TCF7L2	primary	BRAF+RNF43+SOX9+TCF7L2	4	1	7.878358150161507e-05
primary::BRAF+RNF43+SOX9+TGFBR2+TP53	primary	BRAF+RNF43+SOX9+TGFBR2+TP53	5	1	7.878358150161507e-05
primary::BRAF+RNF43+TCF7L2	primary	BRAF+RNF43+TCF7L2	3	1	7.878358150161507e-05
primary::BRAF+RNF43+TCF7L2+TGFBR2	primary	BRAF+RNF43+TCF7L2+TGFBR2	4	1	7.878358150161507e-05
primary::BRAF+RNF43+TCF7L2+TP53	primary	BRAF+RNF43+TCF7L2+TP53	4	1	7.878358150161507e-05
primary::BRAF+SOX9+TP53	primary	BRAF+SOX9+TP53	3	1	7.878358150161507e-05
primary::BRAF+TCF7L2	primary	BRAF+TCF7L2	2	1	7.878358150161507e-05
primary::BRAF+TCF7L2+TP53	primary	BRAF+TCF7L2+TP53	3	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS	primary	CTNNB1+FBXW7+KRAS	3	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS+PIK3CA+PTEN+TCF7L2	primary	CTNNB1+FBXW7+KRAS+PIK3CA+PTEN+TCF7L2	6	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS+PIK3CA+SMAD4+SOX9+TCF7L2+TGFBR2	primary	CTNNB1+FBXW7+KRAS+PIK3CA+SMAD4+SOX9+TCF7L2+TGFBR2	8	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS+PIK3CA+SOX9	primary	CTNNB1+FBXW7+KRAS+PIK3CA+SOX9	5	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS+PTEN+RNF43+TCF7L2	primary	CTNNB1+FBXW7+KRAS+PTEN+RNF43+TCF7L2	6	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS+RNF43+TCF7L2+TGFBR2	primary	CTNNB1+FBXW7+KRAS+RNF43+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS+SOX9+TP53	primary	CTNNB1+FBXW7+KRAS+SOX9+TP53	5	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS+TCF7L2+TGFBR2	primary	CTNNB1+FBXW7+KRAS+TCF7L2+TGFBR2	5	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS+TCF7L2+TP53	primary	CTNNB1+FBXW7+KRAS+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+KRAS+TP53	primary	CTNNB1+FBXW7+KRAS+TP53	4	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+NRAS+PIK3CA+PTEN+SMAD4+TP53	primary	CTNNB1+FBXW7+NRAS+PIK3CA+PTEN+SMAD4+TP53	7	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+PIK3CA+TP53	primary	CTNNB1+FBXW7+PIK3CA+TP53	4	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+PTEN+RNF43+SOX9+TCF7L2	primary	CTNNB1+FBXW7+PTEN+RNF43+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+PTEN+RNF43+TCF7L2+TGFBR2	primary	CTNNB1+FBXW7+PTEN+RNF43+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+PTEN+SOX9+TP53	primary	CTNNB1+FBXW7+PTEN+SOX9+TP53	5	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+PTEN+TCF7L2+TP53	primary	CTNNB1+FBXW7+PTEN+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+SOX9+TP53	primary	CTNNB1+FBXW7+SOX9+TP53	4	1	7.878358150161507e-05
primary::CTNNB1+FBXW7+TCF7L2+TGFBR2	primary	CTNNB1+FBXW7+TCF7L2+TGFBR2	4	1	7.878358150161507e-05
primary::CTNNB1+KRAS+NRAS+PIK3CA+PTEN+SMAD4	primary	CTNNB1+KRAS+NRAS+PIK3CA+PTEN+SMAD4	6	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PIK3CA+PTEN	primary	CTNNB1+KRAS+PIK3CA+PTEN	4	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PIK3CA+PTEN+SOX9+TP53	primary	CTNNB1+KRAS+PIK3CA+PTEN+SOX9+TP53	6	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PIK3CA+RNF43	primary	CTNNB1+KRAS+PIK3CA+RNF43	4	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PIK3CA+RNF43+TCF7L2+TGFBR2	primary	CTNNB1+KRAS+PIK3CA+RNF43+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PIK3CA+RNF43+TP53	primary	CTNNB1+KRAS+PIK3CA+RNF43+TP53	5	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PIK3CA+SMAD4	primary	CTNNB1+KRAS+PIK3CA+SMAD4	4	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PIK3CA+SMAD4+TP53	primary	CTNNB1+KRAS+PIK3CA+SMAD4+TP53	5	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PIK3CA+SOX9+TGFBR2	primary	CTNNB1+KRAS+PIK3CA+SOX9+TGFBR2	5	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PTEN	primary	CTNNB1+KRAS+PTEN	3	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PTEN+RNF43+TGFBR2	primary	CTNNB1+KRAS+PTEN+RNF43+TGFBR2	5	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PTEN+SMAD4+TP53	primary	CTNNB1+KRAS+PTEN+SMAD4+TP53	5	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PTEN+TCF7L2+TP53	primary	CTNNB1+KRAS+PTEN+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::CTNNB1+KRAS+PTEN+TP53	primary	CTNNB1+KRAS+PTEN+TP53	4	1	7.878358150161507e-05
primary::CTNNB1+KRAS+RNF43+SMAD4+TP53	primary	CTNNB1+KRAS+RNF43+SMAD4+TP53	5	1	7.878358150161507e-05
primary::CTNNB1+KRAS+RNF43+TP53	primary	CTNNB1+KRAS+RNF43+TP53	4	1	7.878358150161507e-05
primary::CTNNB1+KRAS+SMAD4	primary	CTNNB1+KRAS+SMAD4	3	1	7.878358150161507e-05
primary::CTNNB1+KRAS+SMAD4+SOX9	primary	CTNNB1+KRAS+SMAD4+SOX9	4	1	7.878358150161507e-05
